Me identifico,Tengo,Argentina,Años de experiencia,Años en el puesto actual,¿Tenés gente a cargo?,Nivel de estudios alcanzado,Estado,Carrera,Realizaste cursos de especialización,Trabajo de,Tecnologías que utilizás,Tecnologías que utilizás,Tecnologías que utilizás,Automation o funcional?,Tecnologías que utilizás,Tecnologías que utilizás,¿Tenés guardias?,Cuánto cobrás por guardia (en tu moneda local),"¿Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual (en tu moneda local),¿Bruto o neto?,¿Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto a enero 2018,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste ajustes por inflación lo que va del año?,¿De qué % fue el ajuste?,Cantidad de empleados,¿Cambiaste de empresa en los últimos 6 meses?,¿Cuál fue el principal motivo de cambio?,Beneficios extra
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,1,0,Universitario,Incompleto,Licenciatura en Sistemas,"Sí, de forma particular, Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, Windows, Azure, VMWare","Javascript, Python",,,,,"Sí, pasiva",3500,Porcentaje de mi sueldo,Full-Time,44000,Bruto,3,2,No,No recibo bono,Uno,10,5001-10000,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, Masajes, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Mujer,31 - 33,Ciudad Autónoma de Buenos Aires,4,Menos de un año,0,Terciario,Completado,Analista de Sistemas,No,Analysis,,,,,,,,,,Full-Time,44000,Bruto,3,3,No,No recibo bono,No,0,501-1000,Sí,Salario,"Aumento por inflación, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,0,Universitario,Completado,licenciatura en analisis de sistemas,No,Developer,,Java,,,,,No,0,Bruto,Full-Time,44000,Bruto,3,3,No,No recibo bono,Uno,10,11-50,Sí,despidieron gente,Descuentos en gimnasios
Hombre,46 - 49,Ciudad Autónoma de Buenos Aires,10+,3,0,Universitario,Incompleto,Licenciatura en Sistemas,"Sí, de forma particular",Developer,,"HTML, Javascript, jQuery, Perl",,,,,No,0,Porcentaje de mi sueldo,Full-Time,44000,Bruto,2,3,No,No recibo bono,Uno,19,5001-10000,No,No cambié de empresa,"Clases de idiomas, Descuentos en gimnasios, Playroom, WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,10+,0,Universitario,Incompleto,ING sistemas,No,SysAdmin / DevOps,"Linux, Windows, Azure","ActionScript, CSS, HTML, Javascript, jQuery, PHP",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,44000,Neto,3,3,Un sueldo,Performance de la compañía,Uno,10,51-100,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,41 - 45,GBA,10+,3,0,Secundario,Completado,Técnico,"Sí, de forma particular, Sí, los pagó un empleador",SysAdmin / DevOps,"AIX, HP-UX, Linux, Solaris, Amazon Web Services, Docker / Containers, VMWare",bash,,,,,No,0,Bruto,Full-Time,44000,Neto,2,2,No,No recibo bono,Uno,15,101-200,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Viajes al exterior"
Hombre,34 - 36,Provincia de Buenos Aires,10+,3,1,Posgrado,Incompleto,,"Sí, de forma particular, Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, Amazon Web Services, Docker / Containers",Python,,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,44000,Bruto,3,2,No,No recibo bono,Uno,10,101-200,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Capacitaciones y/o cursos, Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos, WFH (Trabajar desde casa)"
Hombre,31 - 33,Santa Fe,10+,10+,0,Universitario,Incompleto,Ingeniería en sistemas,"Sí, de forma particular, Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, Windows",Power shell,,,,,"Sí, pasiva",3300,Porcentaje de mi sueldo,Full-Time,44000,Bruto,1,1,No,No recibo bono,Uno,10,101-200,No,No cambié de empresa,"Abono de celular y/o Internet, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, WFH (Trabajar desde casa), Prepaga grupo familiar"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,5,Menos de un año,0,Universitario,En curso,Licenciatura en Sistemas,"Sí, de forma particular",Developer,,"CSS, HTML, Java, Javascript, NodeJS",,,,,No,0,Porcentaje de mi sueldo,Full-Time,44275,Bruto,3,2,No,No recibo bono,Uno,10,101-200,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Viáticos, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,9,2,0,Posgrado,Completado,Ingeniería de Sistemas y Computación + Máster en Dirección de Empresas (MBA),"Sí, de forma particular",Architect,,,,,,,,,,Full-Time,44800,Bruto,3,2,No,No recibo bono,Uno,12.5,11-50,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Horarios flexibles"
Hombre,21 - 23,Provincia de Buenos Aires,2,Menos de un año,0,Universitario,En curso,Lic. en Informatica,No,Developer,,"Javascript, NodeJS, Python",,,,,No,0,Porcentaje de mi sueldo,Remoto (empresa de otro país),44800,Neto,3,4,Menos de un sueldo,20% del mi sueldo adicional en tokens ERC20 y ether,No,0,11-50,Sí,Desafíos profesionales,"Aumento por inflación, Laptop, Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,37 - 40,Entre Ríos,10+,10+,0,Universitario,Incompleto,Ingeniería en Sistemas de la Información ,"Sí, de forma particular",PM,,,,,,,,,,Full-Time,44803,Neto,2,2,No,No recibo bono,Uno,7,11-50,No,No cambié de empresa,"Abono de celular y/o Internet, Comidas pagas/subvencionadas, Horarios flexibles"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,3,Menos de un año,0,Universitario,Completado,Ingenieria Informatica,"Sí, los pagó un empleador",Developer,,".NET, C#",,,,,No,0,Bruto,Full-Time,45000,Bruto,4,4,No,No recibo bono,No,0,101-200,Sí,Emigracion,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Masajes, Playroom, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Mujer,37 - 40,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,0,Universitario,Completado,Programador universitario,"Sí, de forma particular",Developer,,PHP,,,,,No,0,Bruto,Full-Time,45000,Bruto,2,2,No,No recibo bono,No,0,11-50,Sí,Mejores beneficios,"Horarios flexibles, Snacks, golosinas, bebidas"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,5,2,0,Universitario,En curso,Informática,"Sí, de forma particular",Data Scientist,,,,,,,,,,Full-Time,45000,Neto,3,3,No,No recibo bono,Uno,0,101-200,No,No cambié de empresa,"Aumento por inflación, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,2,0,Universitario,Incompleto,Sistemas,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Windows, VMWare",HTML,,,,,"Sí, activa",6,Porcentaje de mi sueldo,Full-Time,45000,Bruto,2,2,De uno a tres sueldos,Mix de las anteriores,Dos,15,10001+,No,Mejores beneficios,"Abono de celular y/o Internet, Clases de idiomas, Viajes al exterior"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,7,1,4,Universitario,Incompleto,Ciencias de la Computación,No,PM,,,,,,,,,,Full-Time,45000,Neto,4,2,No,No recibo bono,Uno,10,11-50,No,No cambié de empresa,"Aumento por inflación, Comidas pagas/subvencionadas"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5,Menos de un año,0,Universitario,En curso,Ingenieria en Sistemas de Informacion,No,Developer,,"CSS, Java, Javascript, jQuery, NodeJS",,,,,"Sí, pasiva",0,Neto,Tercerizado (trabajo a través de consultora o agencia),45000,Bruto,3,4,No,No recibo bono,No,0,501-1000,Sí,Todas las anteriores excepto a,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,7,2,2,Universitario,Completado,Diseño gráfico,No,Designer,,,,,,,,,,Full-Time,45000,Neto,3,2,No,No recibo bono,Dos,15,11-50,No,No cambié de empresa,Aumento por inflación
Mujer,34 - 36,Ciudad Autónoma de Buenos Aires,10+,2,0,Universitario,Incompleto,abogacia,"Sí, de forma particular, Sí, los pagó un empleador",Incident Managment,,,,,,,,,,Full-Time,45000,Bruto,2,2,De uno a tres sueldos,Performance individual,Uno,12,10001+,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Cuota para universidad, Descuentos en gimnasios, Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, Masajes, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,4,5,Posgrado,Completado,Ingeniero en informatica,"Sí, de forma particular, Sí, los pagó un empleador",QA / Tester,,,,Automation,"HP LoadRunner, OpenQA, Selenium, Visual Studio Coded UI",,,,,Full-Time,45000,Neto,3,3,Menos de un sueldo,nadie lo sabe,Uno,10,10001+,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad, Descuentos en gimnasios, Guardería, Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, Masajes, Snacks, golosinas, bebidas, Stock options / Shares, Sueldo divido en dos pagos por mes, Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,4,1,Terciario,Incompleto,Tec. Superior en Programacion,"Sí, de forma particular",SysAdmin / DevOps,"AIX, HP-UX, Linux, Windows, Amazon Web Services, Azure, Docker / Containers, VMWare","Go, Java, Javascript, Python",,,,,No,0,Bruto,Full-Time,45000,Bruto,2,2,De uno a tres sueldos,Finalizacion de Proyectos,Uno,10,101-200,No,No cambié de empresa,"Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop, Masajes, Playroom, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
Mujer,37 - 40,Ciudad Autónoma de Buenos Aires,10+,5,0,Universitario,Completado,,No,Developer,,".NET, HTML",,,,,No,0,Neto,Full-Time,45000,Neto,3,2,No,No recibo bono,Uno,10,2001-5000,No,No cambié de empresa,me pagan impuesto a las ganancias
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,1,0,Universitario,Incompleto,Administracion de Empresas,"Sí, de forma particular",Ventas,,,,,,,,,,Full-Time,45000,Bruto,1,1,De uno a tres sueldos,Performance individual,Uno,10,5001-10000,No,No cambié de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Laptop, Viajes al exterior, Viáticos"
Mujer,34 - 36,Ciudad Autónoma de Buenos Aires,10+,5,0,Secundario,Completado,,No,HelpDesk,,,,,,,No,0,Neto,Remoto (empresa de otro país),45000,Neto,3,4,No,No recibo bono,No,0,51-100,No,No cambié de empresa,"Laptop, WFH (Trabajar desde casa), Cobro en usd"
Hombre,50+,Ciudad Autónoma de Buenos Aires,10+,10+,2,Terciario,Incompleto,Analista de Sistemas,"Sí, de forma particular, Sí, los pagó un empleador",Sap Basis - SysAdmin,,,,,,,,,,Full-Time,45000,Neto,2,2,No,No recibo bono,No,0,201-500,No,No cambié de empresa,Capacitaciones y/o cursos
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,7,Menos de un año,0,Universitario,Incompleto,Lic. en Sistemas,"Sí, de forma particular",Designer,,,,,,,,,,Full-Time,45000,Neto,3,2,Menos de un sueldo,Performance individual,Uno,9,10001+,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas"
Hombre,50+,Ciudad Autónoma de Buenos Aires,10+,10+,0,Universitario,Completado,,"Sí, de forma particular",Analista,,,,,,,,,,Full-Time,45000,Bruto,2,2,No,No recibo bono,No,0,5001-10000,No,No cambié de empresa,Ninguna de las anteriores
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,5,0,Universitario,En curso,Administracion,"Sí, de forma particular",Analista técnico,,,,,,,,,,Full-Time,45000,Neto,3,1,No,No recibo bono,Uno,4,1001-2000,No,No cambié de empresa,Ninguna de las anteriores
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,10+,25,Posgrado,Completado,Abogacía y MBA,"Sí, de forma particular, Sí, los pagó un empleador",Sales Director,,,,,,,,,,Full-Time,45000,Bruto,2,2,De uno a tres sueldos,Performance individual,Uno,15,51-100,No,No cambié de empresa,"Abono de celular y/o Internet, Bonos por desempeño, Laptop, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,9,2,1,Terciario,Completado,Administración ,"Sí, de forma particular",PM,,,,,,,,,,Part-Time,45000,Bruto,3,3,Un sueldo,Performance individual,Uno,15,11-50,No,No cambié de empresa,"Abono de celular y/o Internet, Bonos por desempeño, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,4,Menos de un año,0,Universitario,Incompleto,Licenciatura en sistemas,"Sí, de forma particular",Developer,,".NET, C#, HTML, Javascript",,,,,No,0,Porcentaje de mi sueldo,Full-Time,45000,Bruto,2,2,Menos de un sueldo,Performance individual,No,0,5001-10000,Sí,Desafíos profesionales,"Comidas pagas/subvencionadas, Descuentos en gimnasios, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,2,0,Terciario,Completado,Analista de sistemas,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Amazon Web Services, Azure, Docker / Containers",".NET, HTML, Javascript, Python",,,,,No,0,Bruto,Full-Time,45000,Neto,3,2,No,No recibo bono,Uno,12,2001-5000,No,No cambié de empresa,"Abono de celular y/o Internet, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,50+,Ciudad Autónoma de Buenos Aires,10+,10+,10,Universitario,Completado,Ingeniero electrónico ,"Sí, de forma particular, Sí, los pagó un empleador",Networking,,,,,,,"Sí, pasiva",45000,Neto,Full-Time,45000,Neto,4,4,Un sueldo,Mix de las anteriores,Uno,20,5001-10000,No,No cambié de empresa,Abono de celular y/o Internet
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,8,1,0,Universitario,En curso,Ing. Informatica,"Sí, de forma particular, Sí, los pagó un empleador",Infosec,,,,,,,No,0,Bruto,Full-Time,45000,Bruto,3,3,Un sueldo,Mix de las anteriores,Uno,10,101-200,Sí,Desafíos profesionales,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,8,2,0,Universitario,Incompleto,Ingenieria Informatica,"Sí, de forma particular, Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, Windows, Docker / Containers, VMWare",Python,,,,,No,0,Porcentaje de mi sueldo,Full-Time,45000,Neto,2,2,No,No recibo bono,Uno,15,1001-2000,No,No cambié de empresa,Ninguna de las anteriores
Mujer,31 - 33,Ciudad Autónoma de Buenos Aires,6,4,0,Universitario,En curso,Ing de sistemas,"Sí, de forma particular, Sí, los pagó un empleador",Support Engineer,,,,,,,,,,Full-Time,45000,Neto,2,1,De uno a tres sueldos,Performance individual,Uno,4,10001+,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Cuota para universidad, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Guardería, Laptop, Masajes, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa), Manicura y personal training"
Hombre,46 - 49,Ciudad Autónoma de Buenos Aires,10+,10+,5,Posgrado,Incompleto,ingenieria electronica,"Sí, los pagó un empleador",Networking,,,,,,,No,0,Bruto,Full-Time,45000,Bruto,4,4,Un sueldo,Performance de la compañía,Uno,15,1-10,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Capacitaciones y/o cursos, Viáticos"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5,5,0,Posgrado,En curso,Ingeniería en Computación,"Sí, los pagó un empleador",Architect,,,,,,,,,,Full-Time,45000,Neto,3,2,De uno a tres sueldos,Mix de las anteriores,Más de dos,23,5001-10000,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,2,0,Universitario,Incompleto,Administracion,No,sales,,,,,,,,,,Full-Time,45000,Bruto,1,1,3+ sueldos,Performance individual,Uno,12,2001-5000,No,No cambié de empresa,"Abono de celular y/o Internet, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,0,Universitario,Completado,,"Sí, de forma particular, Sí, los pagó un empleador",Infosec,,,,,,,No,0,Porcentaje de mi sueldo,Part-Time,45000,Bruto,3,3,No,No recibo bono,Uno,10,1001-2000,No,No cambié de empresa,"Snacks, golosinas, bebidas"
Hombre,37 - 40,Córdoba,10+,8,0,Universitario,Incompleto,Ingenieria sistemas,"Sí, de forma particular, Sí, los pagó un empleador",Developer,,"HTML, Javascript, PHP, VB *",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Freelance,45000,Neto,3,2,No,No recibo bono,Uno,25,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,50+,Córdoba,10+,4,0,Doctorado,Completado,Ciencias de la Computación,"Sí, de forma particular, Sí, los pagó un empleador",Investigador,,,,,,,,,,Full-Time,45000,Neto,2,2,No,No recibo bono,Uno,10,51-100,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,41 - 45,Córdoba,10+,7,7,Terciario,Completado,AS,"Sí, de forma particular",Networking,,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,45000,Neto,4,3,No,No recibo bono,Dos,15,501-1000,No,No cambié de empresa,"Abono de celular y/o Internet, Descuentos en gimnasios"
Hombre,27 - 30,Córdoba,9,Menos de un año,0,Universitario,Incompleto,Sistemas,No,Developer,,Swift,,,,,No,0,Porcentaje de mi sueldo,Full-Time,45000,Neto,2,2,No,No recibo bono,Uno,13,51-100,Sí,Salario,Ninguna de las anteriores
Hombre,34 - 36,Córdoba,10+,6,0,Posgrado,Completado,Ingeniería en Sistemas de Información + MBA,No,Developer,,"HTML, Java, Javascript, jQuery, Python",,,,,No,0,Porcentaje de mi sueldo,Full-Time,45000,Neto,3,2,No,No recibo bono,Uno,12,5001-10000,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,31 - 33,Córdoba,9,2,0,Universitario,Incompleto,CS,No,Developer,,"Javascript, Python, Elm",,,,,No,0,Porcentaje de mi sueldo,Full-Time,45000,Neto,2,2,No,No recibo bono,Uno,25,51-100,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Licencia de paternidad/maternidad extendida, WFH (Trabajar desde casa)"
Hombre,24 - 26,Córdoba,2,Menos de un año,0,Universitario,En curso,Licenciatura en Ciencias de la Computación,No,Data Scientist,,,,,,,,,,Full-Time,45000,Bruto,3,2,No,No recibo bono,No,0,1-10,Sí,Trato para con el empleado,"Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Laptop, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,41 - 45,GBA,10+,4,1,Universitario,Incompleto,Ingeniería en Informática,"Sí, de forma particular",QA / Tester,,,,Mix,"Selenium, Watir, Jmeter",,,,,Full-Time,45000,Neto,2,2,No,No recibo bono,No,0,11-50,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles, Laptop"
Hombre,37 - 40,GBA,10+,3,0,Universitario,Completado,Ingenieria en Informatica,"Sí, de forma particular, Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, Windows, Amazon Web Services, VMWare","PHP, Python",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,45000,Neto,2,2,No,No recibo bono,Uno,12,101-200,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Capacitaciones y/o cursos, Horarios flexibles, Laptop"
Hombre,34 - 36,Mendoza,7,7,0,Universitario,Completado,Lic. en sistemas y computación,No,Developer,,Python,,,,,No,0,Bruto,Full-Time,45000,Neto,4,4,No,No recibo bono,Uno,10,501-1000,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Playroom, WFH (Trabajar desde casa)"
Hombre,37 - 40,Neuquén,10+,10+,0,Universitario,Incompleto,Diseño en Comunicación Visual,"Sí, de forma particular",Designer,,,,,,,,,,Freelance,45000,Bruto,3,2,No,No recibo bono,No,0,11-50,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,27 - 30,Provincia de Buenos Aires,5,1,0,Universitario,Completado,Ing. en Sistemas de Informacion,No,SysAdmin / DevOps,"Linux, Amazon Web Services, Docker / Containers","Javascript, NodeJS, PHP, Python",,,,,No,0,Bruto,Full-Time,45000,Bruto,3,3,No,No recibo bono,Dos,25,11-50,No,No cambié de empresa,"Aumento por inflación, Clases de idiomas, Horarios flexibles, Laptop, Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,37 - 40,Provincia de Buenos Aires,10+,3,0,Secundario,Completado,aeronautica,"Sí, de forma particular",Developer,,"CSS, HTML, Javascript, jQuery, NodeJS, PHP",,,,,No,0,Porcentaje de mi sueldo,Full-Time,45000,Bruto,2,2,No,No recibo bono,Uno,10,1-10,No,No cambié de empresa,WFH (Trabajar desde casa)
Hombre,31 - 33,Provincia de Buenos Aires,10+,3,5,Universitario,Completado,Ingeniería en Sistemas de Información,No,Developer,,".NET, C#, Javascript",,,,,No,0,Bruto,Full-Time,45000,Neto,3,3,Menos de un sueldo,Performance individual,Dos,10,101-200,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,50+,Provincia de Buenos Aires,10+,10+,0,Universitario,Incompleto,IT,"Sí, de forma particular, Sí, los pagó un empleador",Desarrollado e Integrador SCADA,,,,,,,,,,Full-Time,45000,Neto,3,2,No,No recibo bono,Dos,15,201-500,No,No cambié de empresa,"Capacitaciones y/o cursos, Viáticos"
Hombre,34 - 36,Provincia de Buenos Aires,8,7,0,Universitario,Completado,Ingeniería en Sistemas,"Sí, de forma particular, Sí, los pagó un empleador",SysAdmin / DevOps,"*BSD, Linux, Windows, VMWare","Assembler, C, CSS, HTML, Java, Javascript, Perl, PHP, Python",,,,,No,0,Bruto,Full-Time,45000,Bruto,1,2,No,No recibo bono,Uno,15,2001-5000,No,No cambié de empresa,"Capacitaciones y/o cursos, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,41 - 45,Provincia de Buenos Aires,10+,4,0,Universitario,Completado,administrador de de base de datos,"Sí, los pagó un empleador",DBA,,,,,,"MSSQL, Oracle","Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,45000,Neto,3,2,No,No recibo bono,Uno,12,201-500,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,24 - 26,Provincia de Buenos Aires,3,3,0,Posgrado,En curso,Ingeniería en computación ,No,Developer,,"CSS, HTML, Java, Javascript, PHP",,,,,No,0,Bruto,Freelance,45000,Bruto,4,3,No,No recibo bono,Uno,25,11-50,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,31 - 33,Provincia de Buenos Aires,10+,3,0,Universitario,Completado,Ingeniero en sistemas,No,Developer,,".NET, Javascript, NodeJS",,,,,No,0,Porcentaje de mi sueldo,Full-Time,45000,Neto,2,2,No,No recibo bono,Uno,17,101-200,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, Masajes, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
