Me identifico,Tengo,Argentina,Años de experiencia,Años en el puesto actual,¿Tenés gente a cargo?,Nivel de estudios alcanzado,Estado,Carrera,Realizaste cursos de especialización,Trabajo de,Tecnologías que utilizás,Tecnologías que utilizás,Tecnologías que utilizás,Automation o funcional?,Tecnologías que utilizás,Tecnologías que utilizás,¿Tenés guardias?,Cuánto cobrás por guardia (en tu moneda local),"¿Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual (en tu moneda local),¿Bruto o neto?,¿Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto a enero 2018,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste ajustes por inflación lo que va del año?,¿De qué % fue el ajuste?,Cantidad de empleados,¿Cambiaste de empresa en los últimos 6 meses?,¿Cuál fue el principal motivo de cambio?,Beneficios extra
Hombre,27 - 30,Provincia de Buenos Aires,3,3,0,Universitario,Completado,,"Sí, de forma particular, Sí, los pagó un empleador",Data Engineer,,,,,,,,,,Full-Time,45000,Bruto,2,1,Un sueldo,Performance individual,No,0,51-100,No,No cambié de empresa,"Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Masajes, Playroom, Snacks, golosinas, bebidas, Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
Mujer,37 - 40,Santa Fe,10+,8,0,Terciario,Incompleto,Analista de Sistemas (terciario) y Lic en Cs de la Computación (univ),"Sí, los pagó un empleador",Developer,,"CSS, Java, Javascript, jQuery",,,,,No,0,Bruto,Full-Time,45000,Bruto,3,2,3+ sueldos,Performance de la compañía,Uno,12,2001-5000,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, WFH (Trabajar desde casa), Bono vacacional del 60% del sueldo hasta 5 años de antigüedad, 70% entre 6 y 10 años de antigüedad."
Hombre,37 - 40,Santa Fe,10+,10+,0,Universitario,Incompleto,Ingeniería en sistemas ,"Sí, de forma particular, Sí, los pagó un empleador",Developer,,Genexus ,,,,,No,0,Bruto,Full-Time,45000,Neto,3,2,No,No recibo bono,Uno,10,51-100,No,No cambié de empresa,Horarios flexibles
Hombre,34 - 36,Santa Fe,10+,10+,0,Terciario,Completado,ANALISTA DE SISTEMAS,"Sí, los pagó un empleador",SysAdmin / DevOps,"*BSD, Linux, Solaris, Windows, Amazon Web Services, Azure, Docker / Containers, OpenStack, VMWare","Javascript, PHP, Python",,,,,"Sí, pasiva",0,Bruto,Full-Time,45000,Neto,1,2,Un sueldo,Mix de las anteriores,Uno,15,2001-5000,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Capacitaciones y/o cursos, Horarios flexibles, Laptop"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,3,0,Secundario,Completado,,"Sí, de forma particular, Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, Amazon Web Services, Azure, Docker / Containers, VMWare, Jenkins, Kubernetes, Openshift","Go, jQuery, NodeJS, PHP, Python, Bash",,,,,No,0,Neto,Tercerizado (trabajo a través de consultora o agencia),45500,Neto,3,2,No,No recibo bono,No,0,11-50,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Horarios flexibles, Laptop"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,7,2,3,Universitario,En curso,Marketing,"Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, Windows, VMWare",-,,,,,No,0,Porcentaje de mi sueldo,Full-Time,45500,Neto,4,1,Un sueldo,Mix de las anteriores,Dos,12,201-500,No,No cambié de empresa,"Abono de celular y/o Internet, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Laptop"
Hombre,41 - 45,Provincia de Buenos Aires,10+,6,0,Universitario,Completado,Ingenieria en Sistemas Informáticos,"Sí, de forma particular",Developer,,".NET, C#, HTML, PHP, Visual FoxPro",,,,,"Sí, pasiva",0,Neto,Full-Time,45900,Neto,3,2,De uno a tres sueldos,Mix de las anteriores,No,0,101-200,No,No cambié de empresa,"Abono de celular y/o Internet, Clases de idiomas, Laptop"
Hombre,27 - 30,Chaco,9,1,0,Universitario,Completado,Ingenieria en Sistemas de Información,No,Developer,,".NET, SQL",,,,,No,0,Porcentaje de mi sueldo,Full-Time,46000,Bruto,2,3,No,No recibo bono,Uno,10,51-100,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5,3,0,Universitario,Completado,Ingeniería en Sistemas de Información,No,Infosec,,,,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,46000,Bruto,2,2,De uno a tres sueldos,Performance individual,Uno,15,2001-5000,No,No cambié de empresa,Bonos por desempeño
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,1,0,Universitario,Incompleto,,"Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, Amazon Web Services, Docker / Containers, Zabbix",No aplica,,,,,No,0,Porcentaje de mi sueldo,Full-Time,46000,Neto,2,1,De uno a tres sueldos,Performance individual,Uno,15,11-50,No,No cambié de empresa,"Bonos por desempeño, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,1,1,25,Terciario,Incompleto,Analista en Sistemas,"Sí, de forma particular",Infosec,,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,46000,Bruto,3,2,No,No recibo bono,Uno,15,501-1000,No,No cambié de empresa,"Clases de idiomas, Horarios flexibles, Laptop"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,6,4,0,Universitario,Completado,Licenciatura en Sistemas,No,Analista Funcional,,,,,,,,,,Full-Time,46000,Bruto,3,2,Menos de un sueldo,Mix de las anteriores,No,0,1001-2000,No,No cambié de empresa,"Abono de celular y/o Internet, Bonos por desempeño, Comidas pagas/subvencionadas, Laptop, Snacks, golosinas, bebidas"
Hombre,31 - 33,Entre Ríos,6,6,0,Terciario,Completado,Técnico Superior en Programación,"Sí, de forma particular",Developer,,"Java, Scala",,,,,No,0,Porcentaje de mi sueldo,Full-Time,46000,Neto,4,4,Un sueldo,"No esta atado a nada, es anual.",Uno,12,11-50,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Guardería, Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,37 - 40,GBA,10+,8,0,Universitario,Completado,LIC en informatica,"Sí, de forma particular",Developer,,".NET, C#, CSS, HTML, Javascript, jQuery",,,,,No,0,Porcentaje de mi sueldo,Full-Time,46000,Bruto,3,1,De uno a tres sueldos,Mix de las anteriores,Uno,9,101-200,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Comidas pagas/subvencionadas, Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Mujer,27 - 30,Provincia de Buenos Aires,3,2,3,Universitario,Incompleto,Ingeniería en informática,"Sí, de forma particular",Developer,,"CSS, HTML, Javascript, AngularJS",,,,,No,0,Bruto,Full-Time,46000,Bruto,3,3,No,No recibo bono,Dos,20,10001+,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Descuentos en gimnasios, Snacks, golosinas, bebidas"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,1,1,0,Universitario,Incompleto,Ingenieria en Sistemas,"Sí, los pagó un empleador",Seguridad de la Informacion,,,,,,,,,,Full-Time,46370,Bruto,2,2,Un sueldo,Mix de las anteriores,Más de dos,23,5001-10000,No,No cambié de empresa,"Abono de celular y/o Internet, Bonos por desempeño, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Stock options / Shares, WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,7,7,0,Secundario,Completado,-,"Sí, de forma particular, Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, Solaris, Windows, Amazon Web Services, Azure, VMWare",PHP,,,,,No,0,Neto,Full-Time,46500,Neto,3,1,No,No recibo bono,No,5,1-10,No,No cambié de empresa,"Abono de celular y/o Internet, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,0,Universitario,Incompleto,cs comp,"Sí, de forma particular",Developer,,".NET, Javascript",,,,,No,0,Neto,Full-Time,46500,Bruto,3,3,No,No recibo bono,No,0,101-200,Sí,Desafíos profesionales,"Descuentos en gimnasios, Laptop, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,34 - 36,GBA,10+,4,1,Universitario,Incompleto,Ingeniería en Sistemas,"Sí, de forma particular, Sí, los pagó un empleador",SysAdmin / DevOps,"*BSD, Linux, Windows, Azure, VMWare",".NET, HTML, Java, PHP, VB *",,,,,No,0,Neto,Full-Time,46500,Neto,2,2,De uno a tres sueldos,Mix de las anteriores,No,0,11-50,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Laptop"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,4,0,Terciario,Completado,Analista de Sistemas,"Sí, de forma particular, Sí, los pagó un empleador",Developer,,Python,,,,,No,0,Bruto,Full-Time,47000,Neto,3,2,No,No recibo bono,Uno,10,2001-5000,No,No cambié de empresa,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,10,Secundario,Completado,,"Sí, de forma particular, Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, Windows, Azure","Ninguno, no soy desarrollador",,,,,No,0,Bruto,Full-Time,47000,Neto,3,2,De uno a tres sueldos,Performance individual,Uno,10,2001-5000,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Guardería, Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, Masajes, Playroom, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,3,1,2,Universitario,Completado,Ing en Informática,No,Developer,,".NET, C#, Javascript, NodeJS, Python",,,,,No,0,Porcentaje de mi sueldo,Full-Time,47000,Neto,4,4,No,No recibo bono,Dos,15,51-100,No,No cambié de empresa,"Aumento por inflación, Descuentos en gimnasios, Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,2,0,Universitario,En curso,Licenciatura en Informatica,"Sí, de forma particular",Developer,,Informatica PowerCenter / Oracle PLSQL,,,,,"Sí, pasiva",5000,Neto,Tercerizado (trabajo a través de consultora o agencia),47000,Bruto,4,3,No,No recibo bono,Uno,12,1001-2000,No,No cambié de empresa,"Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,5,1,0,Universitario,En curso,Ingeniería en Sistemas,No,Developer,,".NET, C#, CSS, HTML, Javascript, jQuery",,,,,No,0,Porcentaje de mi sueldo,Full-Time,47000,Bruto,3,2,Menos de un sueldo,Mix de las anteriores,No,0,101-200,No,No cambié de empresa,"Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Mujer,37 - 40,Ciudad Autónoma de Buenos Aires,10+,5,0,Posgrado,Completado,Ingeniería civil,"Sí, de forma particular, Sí, los pagó un empleador",Ingeniería,,,,,,,,,,Full-Time,47000,Neto,3,2,No,No recibo bono,No,0,2001-5000,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Viáticos"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,6,3,0,Universitario,Incompleto,Ingeniero en sistemas,"Sí, de forma particular",Developer,,".NET, C#, CSS, HTML, jQuery",,,,,No,0,Porcentaje de mi sueldo,Full-Time,47000,Bruto,2,2,No,No recibo bono,Uno,13,101-200,No,Desafíos profesionales,Capacitaciones y/o cursos
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,7,Menos de un año,0,Universitario,Incompleto,Ingeniería Espacial,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Windows, Azure, Docker / Containers, VMWare, Saltstack ","Python, Bash",,,,,No,0,Neto,Full-Time,47000,Bruto,3,3,No,No recibo bono,Uno,10,201-500,No,No cambié de empresa,"Capacitaciones y/o cursos, Laptop, Investigación"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,1,0,Posgrado,En curso,Analista Umoversitario de Sistemas,"Sí, de forma particular, Sí, los pagó un empleador",Developer,,"CSS, HTML, Javascript, jQuery, PHP, Python, R",,,,,No,0,Bruto,Full-Time,47000,Bruto,3,2,Menos de un sueldo,No recibo bono,Uno,4,1001-2000,No,No cambié de empresa,Viáticos
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3,Menos de un año,0,Universitario,En curso,Ciencias de la Computacion,No,Developer,,"CSS, HTML, Javascript, NodeJS, PHP",,,,,No,0,Porcentaje de mi sueldo,Full-Time,47000,Bruto,3,2,No,No recibo bono,No,0,501-1000,Sí,Desafíos profesionales,"Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,9,Menos de un año,0,Universitario,En curso,Ingerieria en informatica,"Sí, de forma particular",Developer,,Java,,,,,No,0,Neto,Full-Time,47000,Neto,3,3,De uno a tres sueldos,Todos recibimos por convenio,Uno,15,501-1000,Sí,Mayor comodidad,"Aumento por inflación, Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Licencia de paternidad/maternidad extendida"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,0,Universitario,Completado,Analista en Informatica,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Amazon Web Services, Docker / Containers, VMWare","HTML, Java, Javascript, PHP, VB *",,,,,"Sí, pasiva",5000,Bruto,Full-Time,47000,Bruto,3,3,No,No recibo bono,No,0,2001-5000,Sí,Salario,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Vacaciones flexibles (adicionales a las reglamentarias), Medicina Prepaga"
Hombre,27 - 30,Entre Ríos,6,5,4,Universitario,Completado,Ingeniería en Sistemas de Información,"Sí, de forma particular",Developer,,"Java, Javascript, jQuery, NodeJS, PHP, Groovy",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Part-Time,47000,Neto,3,3,Un sueldo,Mix de las anteriores,Uno,35,11-50,No,No cambié de empresa,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos"
Hombre,37 - 40,Mendoza,10+,2,0,Terciario,Completado,,"Sí, de forma particular, Sí, los pagó un empleador",Developer,,".NET, C#, Javascript, jQuery",,,,,No,0,Porcentaje de mi sueldo,Full-Time,47000,Bruto,2,2,No,No recibo bono,Uno,9,501-1000,No,No cambié de empresa,"Aumento por inflación, Clases de idiomas, Descuentos en gimnasios, WFH (Trabajar desde casa)"
Hombre,21 - 23,Santa Fe,4,3,0,Universitario,En curso,Ingeniería en Sistemas,No,Developer,,"C++, CSS, Go, HTML, Javascript, NodeJS",,,,,No,0,Porcentaje de mi sueldo,Full-Time,47000,Bruto,3,2,No,No recibo bono,No,0,501-1000,No,No cambié de empresa,"Aumento por inflación, Clases de idiomas, Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, Stock options / Shares, Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,27 - 30,Santa Fe,4,Menos de un año,0,Universitario,Completado,Ingeniería en Sistemas,"Sí, de forma particular, Sí, los pagó un empleador",Analyst,,,,,,,,,,Full-Time,47000,Bruto,3,3,Un sueldo,Mix de las anteriores,Uno,22,10001+,Sí,Desafíos profesionales,"Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
Mujer,27 - 30,Ciudad Autónoma de Buenos Aires,7,Menos de un año,0,Universitario,En curso,Ing. en Informática,"Sí, los pagó un empleador",Developer,,"Java, Ruby, Kotlin",,,,,No,0,Bruto,Full-Time,47300,Bruto,3,3,No,No recibo bono,Uno,9,201-500,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,34 - 36,Provincia de Buenos Aires,10+,4,2,Universitario,Completado,Lic en informatica,"Sí, de forma particular",Architect,,,,,,,,,,Full-Time,47300,Bruto,1,2,Un sueldo,Mix de las anteriores,No,10,5001-10000,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Laptop, Masajes, Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,2,0,Universitario,Incompleto,Ing. en sistemas,"Sí, de forma particular, Sí, los pagó un empleador",SysAdmin / DevOps,"HP-UX, Linux, Docker / Containers, VMWare",ansible,,,,,"Sí, activa",0,Bruto,Full-Time,47388,Bruto,3,2,Menos de un sueldo,No recibo bono,Uno,9.5,201-500,No,No cambié de empresa,Ninguna de las anteriores
Hombre,31 - 33,GBA,10+,4,3,Universitario,En curso,Ingenieria en Informatica,"Sí, de forma particular",Developer,,".NET, C++, C#, CSS, HTML, Javascript, jQuery, PHP, Python",,,,,No,0,Porcentaje de mi sueldo,Full-Time,47500,Neto,3,2,Menos de un sueldo,Performance de la compañía,Uno,12,11-50,No,No cambié de empresa,"Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,37 - 40,Río Negro,10+,2,2,Universitario,Completado,Ingeniería en Informática,"Sí, de forma particular",Architect,,,,,,,,,,Full-Time,47600,Neto,3,3,No,No recibo bono,Uno,30,11-50,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas"
Hombre,31 - 33,GBA,8,4,0,Universitario,Incompleto,Ingeniería en sistemas,No,Developer,,"Java, Python",,,,,No,0,Porcentaje de mi sueldo,Full-Time,47700,Neto,3,3,Un sueldo,Mix de las anteriores,Uno,15,101-200,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Licencia de paternidad/maternidad extendida, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,8,3,0,Universitario,En curso,lic en sistemas,"Sí, de forma particular",Developer,,"CSS, HTML, Java, Javascript, jQuery",,,,,No,0,Bruto,Full-Time,48000,Bruto,2,2,No,No recibo bono,No,0,201-500,No,No cambié de empresa,Ninguna de las anteriores
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,7,0,Universitario,Completado,,No,Developer,,"CSS, HTML, Java, Javascript, jQuery",,,,,No,0,Bruto,Full-Time,48000,Bruto,1,1,No,No recibo bono,Uno,10,201-500,No,No cambié de empresa,"Descuentos en gimnasios, Horarios flexibles, Laptop, Masajes, Snacks, golosinas, bebidas"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,0,Secundario,Completado,,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Windows, VMWare, GCP",Powershell,,,,,No,0,Porcentaje de mi sueldo,Remoto (empresa de otro país),48000,Neto,4,1,No,No recibo bono,Uno,5,2001-5000,Sí,Mejores beneficios,"Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,5,Menos de un año,0,Universitario,Completado,,"Sí, de forma particular",Developer,,"CSS, HTML, Javascript, NodeJS",,,,,No,0,Bruto,Full-Time,48000,Bruto,2,2,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,7,0,Terciario,Completado,Sistemas,"Sí, de forma particular",Ventas de <SVA,,,,,,,,,,Full-Time,48000,Neto,1,1,No,No recibo bono,Uno,10,501-1000,No,No cambié de empresa,"Clases de idiomas, Laptop, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,2,1,0,Terciario,En curso,Analista de Sistemas,No,Developer,,"CSS, HTML, Javascript",,,,,No,0,Porcentaje de mi sueldo,Full-Time,48000,Neto,4,4,No,No recibo bono,Uno,50,11-50,No,No cambié de empresa,"Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, WFH (Trabajar desde casa)"
