Me identifico,Tengo,Argentina,Anos de experiencia,Anos en el puesto actual,Gente a cargo,Cuanta,Nivel de estudios alcanzado,Estado,Carrera,Realizaste cursos de especializacion,Trabajo de,Tipo de contrato,Salario mensual (en tu moneda local),USD,Bruto o neto,Max Cantidad de empleados,Tecnologias que utilizas,Tecnologias que utilizas,Tecnologias que utilizas,Automation o funcional,Tecnologias que utilizas,Tecnologias que utilizas,Que tan conforme estas con tu sueldo,Como crees que esta tu sueldo con respecto a julio 2017,Recibis algun tipo de bono,A que esta atado el bono,Tuviste ajustes por inflacion en 2017,De que % fue el ajuste,Cambiaste de empresa en los ultimos 6 meses,Cual fue el principal motivo de cambio
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,5,4,Si,1,Posgrado,Incompleto,Maestria en Seguridad Informatica,"Si, de forma particular",Security Analyst,Full-Time,25000,1319,Neto,100,,,,,,,1,1,No,No recibo bono,Dos,12,No,No cambie de empresa
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,5,5,No,0,Terciario,En curso,Analista,"Si, de forma particular",SysAdmin / DevOps,Full-Time,25000,1319,Neto,200,"Windows, VMWare",VB *,,,,,2,2,No,No recibo bono,Uno,20,No,No cambie de empresa
Hombre,27 - 30,Entre Rios,4,1,No,0,Universitario,Completado,Ing. En Sistemas de Informacion,No,Developer,Full-Time,25000,1319,Neto,50,,".NET, C#, HTML, Javascript, jQuery",,,,,3,3,No,No recibo bono,Uno,20,No,No cambie de empresa
Hombre,27 - 30,Cordoba,4,1,No,0,Universitario,Completado,Ingenieria en sistemas de informacion,"Si, de forma particular",Developer,Full-Time,25000,1319,Neto,200,,"Java, Android",,,,,3,3,No,No recibo bono,Dos,35,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,4,3,No,0,Secundario,Completado,administracion de empresas,"Si, de forma particular",HelpDesk,Full-Time,25000,1319,Bruto,100,,,,,,,2,2,No,No recibo bono,Dos,15,No,No cambie de empresa
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,4,2,Si,4,Universitario,Completado,Lic. En Sistemas,"Si, de forma particular, Si, los pago un empleador",Manager,Full-Time,25000,1319,Neto,10,,,,,,,2,2,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,24 - 26,GBA,3,3,No,0,Universitario,En curso,contador publico,"Si, de forma particular",accounting analist,Full-Time,25000,1319,Bruto,500,,,,,,,1,1,No,No recibo bono,Uno,6,No,No cambie de empresa
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,3,3,No,0,Universitario,Completado,Ingenieria en Informatica,No,Designer,Full-Time,25000,1319,Neto,10000,,,,,,,1,1,Menos de un sueldo,Bono de permanencia,Dos,13,No,No cambie de empresa
Hombre,27 - 30,Neuquen,3,1,No,0,Universitario,En curso,Licenciatura en Ciencias de la Computacion,"Si, de forma particular, Si, los pago un empleador",Developer,Full-Time,25000,1319,Neto,50,,"Javascript, Python",,,,,3,3,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,21 - 23,Cordoba,3,3,No,0,Terciario,Completado,Analista en sistemas,"Si, de forma particular",Developer,Full-Time,25000,1319,Bruto,100,,"Cobol, ESB",,,,,1,2,Menos de un sueldo,Performance individual,Dos,30,Si,Salario
Hombre,18 - 20,Provincia de Buenos Aires,3,3,No,0,Secundario,Completado,Lic Sistemas de Informacion,"Si, de forma particular, Si, los pago un empleador",Developer,Full-Time,25000,1319,Bruto,100,,"CSS, HTML, Java, jQuery, PHP, Python, R, Ruby",,,,,3,2,No,No recibo bono,Uno,15,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,3,Menos de un ano,No,0,Universitario,En curso,Ing en Sistemas,"Si, de forma particular",Developer,Part-Time,25000,1319,Neto,100,,".NET, C#, HTML, jQuery",,,,,3,3,No,No recibo bono,Uno,20,Si,Desafios profesionales
Hombre,27 - 30,Provincia de Buenos Aires,3,2,No,0,Universitario,En curso,Licenciatura en sistemas,No,Developer,Full-Time,25000,1319,Neto,200,,".NET, C#",,,,,3,1,No,No recibo bono,Dos,19,No,No cambie de empresa
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,3,Menos de un ano,No,0,Terciario,En curso,Analista de Sistemas,"Si, de forma particular",Developer,Full-Time,25000,1319,Bruto,500,,"CSS, HTML, Java, Javascript, jQuery, NodeJS",,,,,3,2,No,No recibo bono,Uno,15,Si,Mayor comodidad
Hombre,31 - 33,Provincia de Buenos Aires,3,3,No,0,Universitario,Completado,ing electronica,"Si, de forma particular",Developer,Full-Time,25000,1319,Bruto,500,,".NET, Java, PHP, VB *",,,,,2,2,No,No recibo bono,Uno,25,No,No cambie de empresa
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,3,1,No,0,Terciario,En curso,Analista de sistemas,"Si, de forma particular",Developer,Tercerizado (trabajo a traves de consultora o agencia),25000,1319,Bruto,500,,"CSS, HTML, Javascript, jQuery, NodeJS",,,,,3,3,No,No recibo bono,Uno,0,Si,el ambiente era una cagada
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,3,1,No,0,Universitario,En curso,Ingenieria en Informatica,"Si, de forma particular",Developer,Full-Time,25000,1319,Bruto,1000,,"CSS, HTML, Javascript, jQuery, NodeJS",,,,,1,1,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,3,1,No,0,Universitario,En curso,ing en sistemas,No,Developer,Full-Time,25000,1319,Neto,10000,,"Go, Java",,,,,2,1,De uno a tres sueldos,Mix de las anteriores,Uno,7,No,a
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,3,1,No,0,Universitario,En curso,,"Si, de forma particular",HelpDesk,Full-Time,25000,1319,Bruto,500,,,,,,,3,3,De uno a tres sueldos,Performance de la compania,Dos,35,No,No cambie de empresa
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,3,Menos de un ano,No,0,Universitario,En curso,ING en sistemas,No,SysAdmin / DevOps,Full-Time,25000,1319,Bruto,10001,"Linux, Windows, VMWare, Citrix",VB *,,,,,3,3,No,No recibo bono,Uno,15,Si,Mejores beneficios
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,2,1,No,0,Universitario,En curso,Ing sistemas,"Si, de forma particular",Analista funcional,Full-Time,25000,1319,Neto,200,,,,,,,3,3,No,No recibo bono,Mas de dos,25,No,No cambie de empresa
Hombre,27 - 30,Corrientes,2,2,No,0,Universitario,En curso,Licenciatura en sistemas,"Si, de forma particular, Si, los pago un empleador",Designer,Full-Time,25000,1319,Bruto,500,,,,,,,2,2,No,Performance individual,Dos,15,Si,Desafios profesionales
Hombre,24 - 26,Cordoba,2,Menos de un ano,No,0,Universitario,Incompleto,Ingenieria Informatica,"Si, de forma particular",Developer,Full-Time,25000,1319,Neto,50,,"HTML, Javascript, jQuery, NodeJS",,,,,3,4,No,No recibo bono,Uno,25,Si,Salario
Hombre,34 - 36,Cordoba,2,2,No,0,Posgrado,En curso,Ingenieria,"Si, de forma particular",Developer,Full-Time,25000,1319,Bruto,50,,"Java, Objective-C, Swift",,,,,3,4,Menos de un sueldo,Mix de las anteriores,Uno,12,No,No cambie de empresa
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,2,2,No,0,Universitario,En curso,Ingenieria Informatica,No,Developer,Part-Time,25000,1319,Neto,50,,"Java, Javascript, Python, R",,,,,3,4,No,No recibo bono,Dos,25,No,No cambie de empresa
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,2,1,No,0,Universitario,En curso,Ingenieria en Informatica,"Si, de forma particular",Developer,Full-Time,25000,1319,Neto,200,,"Java, Scala",,,,,2,3,No,No recibo bono,Dos,15,No,No cambie de empresa
Hombre,27 - 30,Provincia de Buenos Aires,2,1,No,0,Universitario,Completado,Tecnico superior en Programacion,"Si, de forma particular",Developer,Freelance,25000,1319,Neto,10,,"CSS, Go, HTML, Java, jQuery, Objective-C, Swift",,,,,3,3,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,2,1,Si,1,Universitario,En curso,Ingenieria Electronica,No,Developer,Full-Time,25000,1319,Neto,10,,Java,,,,,3,4,Menos de un sueldo,Mix de las anteriores,Mas de dos,40,No,No cambie de empresa
Hombre,27 - 30,Santa Fe,2,2,No,0,Universitario,En curso,Analista en sistema,No,Developer,Full-Time,25000,1319,Bruto,10,,"CSS, HTML, Javascript, jQuery, PHP",,,,,4,4,No,No recibo bono,Uno,0,No,No cambie de empresa
Hombre,31 - 33,Provincia de Buenos Aires,2,2,No,0,Terciario,En curso,,"Si, de forma particular",Infosec,Full-Time,25000,1319,Bruto,10,,,,,,,3,3,No,No recibo bono,Uno,10,No,No cambie de empresa
Hombre,24 - 26,Santa Fe,1,1,No,0,Terciario,Completado,Analista de sistemas,"Si, de forma particular",Developer,Full-Time,25000,1319,Neto,50,,".NET, C#, CSS, HTML, Angular",,,,,3,4,No,No recibo bono,Dos,15,Si,Salario
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,1,Menos de un ano,No,0,Universitario,Incompleto,Ciencias de la Computacion,"Si, de forma particular, Si, los pago un empleador",Developer,Full-Time,25000,1319,Bruto,5000,,Java,,,,,3,2,No,No recibo bono,Dos,21,Si,Salario
Hombre,27 - 30,Corrientes,1,1,No,0,Universitario,Completado,Ingeniero en electronica,"Si, de forma particular, Si, los pago un empleador",Networking,Full-Time,25000,1319,Bruto,10,,,,,,,3,4,Menos de un sueldo,Performance individual,Dos,66,No,No cambie de empresa
Hombre,27 - 30,GBA,9,5,No,0,Universitario,En curso,,"Si, los pago un empleador",Middleware,Full-Time,24999,1319,Bruto,5000,,,,,,,2,1,Un sueldo,Mix de las anteriores,Dos,17,No,No cambie de empresa
Mujer,34 - 36,GBA,10+,3,No,0,Universitario,Completado,Ing en informatica,No,Compliance,Full-Time,25000,1319,Bruto,10001,,,,,,,1,2,Menos de un sueldo,Mix de las anteriores,Uno,19,No,No cambie de empresa
Mujer,34 - 36,Catamarca,10+,7,Si,6,Posgrado,Completado,Magister en Informatica,"Si, de forma particular",Developer,Part-Time,25000,1319,Neto,200,,"CSS, HTML, Java, Javascript, jQuery, PHP, Python",,,,,1,1,No,No recibo bono,Uno,10,No,No cambie de empresa
Mujer,46 - 49,Ciudad Autonoma de Buenos Aires,10+,5,No,0,Universitario,Completado,Lic. en Informatica,"Si, los pago un empleador",QA / Tester,Full-Time,25000,1319,Neto,50,,,SQL,Funcional,NINGUNA,,2,2,No,No recibo bono,Uno,20,No,No cambie de empresa
Mujer,27 - 30,Provincia de Buenos Aires,7,5,No,0,Universitario,Completado,licenciatura en gestion de tecnologia,"Si, de forma particular",Developer,Freelance,25000,1319,Neto,50,,"CSS, HTML, Javascript, jQuery, PHP",,,,,2,2,No,No recibo bono,Uno,20,No,No cambie de empresa
Mujer,27 - 30,Cordoba,7,2,No,0,Universitario,En curso,Licenciatura en Informatica,"Si, de forma particular, Si, los pago un empleador",QA / Tester,Full-Time,25000,1319,Neto,500,,,"VB *, Oracle",Automation,HP UFT,,3,3,No,No recibo bono,Dos,25,No,No cambie de empresa
Mujer,37 - 40,Ciudad Autonoma de Buenos Aires,6,4,No,0,Universitario,Incompleto,Ingenieria de Sistemas,"Si, de forma particular",Developer,Full-Time,25000,1319,Neto,100,,"CSS, HTML, Javascript, jQuery, PHP",,,,,2,1,No,No recibo bono,Uno,23,No,No cambie de empresa
Mujer,27 - 30,Santa Fe,6,2,No,0,Terciario,Incompleto,,"Si, de forma particular",Developer,Full-Time,25000,1319,Neto,1000,,".NET, CSS, HTML, Javascript, jQuery",,,,,3,2,No,No recibo bono,Uno,18,No,No cambie de empresa
Mujer,24 - 26,Ciudad Autonoma de Buenos Aires,6,6,Si,4,Secundario,Completado,,"Si, de forma particular",HelpDesk,Full-Time,25000,1319,Bruto,10,,,,,,,3,1,No,No recibo bono,Dos,15,No,No cambie de empresa
Mujer,34 - 36,Ciudad Autonoma de Buenos Aires,5,2,Si,2,Universitario,En curso,Ahhh de sistemas,"Si, los pago un empleador",Infosec,Full-Time,25000,1319,Neto,10001,,,,,,,1,2,De uno a tres sueldos,Performance individual,No,0,No,No cambie de empresa
Mujer,31 - 33,Provincia de Buenos Aires,4,3,No,0,Universitario,Completado,Ingenieria de sistemas,No,Developer,Full-Time,25000,1319,Bruto,10000,,".NET, C#, Java",,,,,2,1,No,No recibo bono,Dos,23,No,No cambie de empresa
Mujer,27 - 30,Ciudad Autonoma de Buenos Aires,3,1,No,0,Universitario,Incompleto,Ingenieria informatica,"Si, de forma particular",Developer,Full-Time,25000,1319,Bruto,50,,"CSS, HTML, Javascript, jQuery, PHP",,,,,2,2,No,No recibo bono,No,0,No,No cambie de empresa
Mujer,24 - 26,Ciudad Autonoma de Buenos Aires,3,1,No,0,Universitario,En curso,Ing Informatica,"Si, de forma particular",HelpDesk,Full-Time,25000,1319,Bruto,2000,,,,,,,3,1,Un sueldo,Mix de las anteriores,No,0,No,No cambie de empresa
Mujer,34 - 36,Ciudad Autonoma de Buenos Aires,2,2,No,0,Universitario,Incompleto,Ingenieria en Sistemas de Informacion,"Si, los pago un empleador",Analista Tecnico,Full-Time,25000,1319,Neto,5000,,,,,,,2,2,Menos de un sueldo,Performance individual,Dos,15,No,No cambie de empresa
Otros,50+,Provincia de Buenos Aires,10+,Menos de un ano,No,0,Terciario,Completado,,"Si, de forma particular",HelpDesk,Part-Time,25000,1319,Bruto,10,,,,,,,2,2,No,No recibo bono,Uno,15,No,No cambie de empresa
Mujer,27 - 30,Cordoba,4,1,No,0,Universitario,Completado,Ingenieria en computacion,"Si, de forma particular",Developer,Full-Time,25100,1324,Neto,50,,Java,,,,,2,2,No,Performance individual,Dos,25,No,No cambie de empresa
Mujer,34 - 36,Ciudad Autonoma de Buenos Aires,2,1,No,0,Universitario,En curso,Ingenieria en sistemas,"Si, de forma particular",Analista funcional,Full-Time,25300,1335,Neto,100,,,,,,,3,2,No,No recibo bono,Dos,20,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,5,4,No,0,Universitario,Completado,,"Si, de forma particular",Developer,Full-Time,25465,1343,Neto,500,,Otro,,,,,2,2,No,No recibo bono,Dos,20,No,No cambie de empresa
Hombre,31 - 33,GBA,7,7,No,0,Universitario,Completado,Tecnico programador,"Si, de forma particular, Si, los pago un empleador","Developer, analista, consultor",Full-Time,25500,1345,Neto,10,,,,,,,2,2,Menos de un sueldo,Viajes al exterior,Uno,5,No,No cambie de empresa
Hombre,31 - 33,Santa Fe,5,1,No,0,Terciario,Completado,Analista de Sistemas,"Si, de forma particular, Si, los pago un empleador",Developer,Full-Time,25500,1345,Neto,200,,"Genexus, Oracle, MySQL, Tomcat, Windows",,,,,2,2,No,No recibo bono,Dos,20,No,No cambie de empresa
Hombre,24 - 26,Provincia de Buenos Aires,4,Menos de un ano,Si,2,Terciario,Completado,Analista en Sistemas,No,Developer,Full-Time,25500,1345,Neto,50,,"HTML, Javascript, jQuery, Python",,,,,2,1,No,No recibo bono,Uno,5,Si,"Pesimos tratos y ambiente en el trabajo anterior. Cero desafios en el trabajo anterior, salvo conseguir autorizacion para irte de vacaciones."
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,3,1,No,0,Universitario,Completado,Ingenieria en Informatica,"Si, de forma particular",Analista Funcional,Full-Time,25500,1345,Neto,1000,,,,,,,2,2,Menos de un sueldo,Performance individual,Uno,20,No,No cambie de empresa
Mujer,27 - 30,Ciudad Autonoma de Buenos Aires,6,3,No,0,Universitario,Completado,ingenieria en sistemas,"Si, de forma particular",Developer,Full-Time,25500,1345,Neto,50,,".NET, C++, Java",,,,,2,2,No,No recibo bono,Dos,15,No,No cambie de empresa
Otros,27 - 30,Santa Fe,3,3,No,0,Terciario,Incompleto,Analista Universitario Sistemas,"Si, de forma particular",Developer,Full-Time,25500,1345,Bruto,200,,".NET, C#, CSS, HTML, Java, Javascript, jQuery",,,,,2,2,Menos de un sueldo,Performance individual,Dos,20,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,10+,8,Si,2,Secundario,Completado,,No,Architect,Full-Time,25525,1346,Neto,500,,,,,,,1,1,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,24 - 26,Santa Fe,4,3,No,0,Terciario,Completado,Analista de Sistemas,"Si, de forma particular",Developer,Full-Time,25600,1350,Neto,10,,".NET, C#, CSS, HTML, Javascript, jQuery, NodeJS, PHP",,,,,2,2,No,No recibo bono,Uno,18,No,No cambie de empresa
Hombre,34 - 36,Entre Rios,10+,2,No,0,Universitario,Completado,Ing. Software,"Si, de forma particular",Developer,Full-Time,25700,1356,Bruto,50,,"CSS, HTML, Java, Javascript, jQuery, NodeJS, PHP, Python, Angular 5.0",,,,,2,2,No,No recibo bono,Uno,15,No,Mayor comodidad
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,10+,No,0,Terciario,Completado,analista de sistemas,"Si, de forma particular",SysAdmin / DevOps,Part-Time,25700,1356,Neto,50,"Linux, Windows, Docker / Containers, VMWare",HTML,,,,,3,3,Menos de un sueldo,Performance individual,Dos,21,No,No cambie de empresa
Hombre,31 - 33,Provincia de Buenos Aires,7,7,Si,4,Universitario,Incompleto,Licenciatura en informatica,"Si, de forma particular",QA / Tester,Full-Time,25700,1356,Bruto,200,,,"CSS, HTML, Javascript, jQuery, NodeJS, Python",Mix,"Selenium, Visual Studio Coded UI",,2,2,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,6,2,No,0,Universitario,En curso,Ingenieria en Sistemas,No,Developer,Full-Time,25728,1357,Bruto,100,,PeopleNet,,,,,3,3,Menos de un sueldo,Mix de las anteriores,No,0,No,No cambie de empresa
Hombre,34 - 36,Santa Fe,10+,8,No,0,Terciario,En curso,Analista de Sistemas,"Si, los pago un empleador",SysAdmin / DevOps,Full-Time,25750,1358,Neto,100,"Linux, Windows, VMWare",Java,,,,,2,2,Menos de un sueldo,Performance de la compania,Uno,19,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,4,Menos de un ano,No,0,Universitario,Incompleto,Programacion informatica,"Si, los pago un empleador",Analista,Full-Time,25800,1361,Neto,1000,,,,,,,3,3,Menos de un sueldo,Performance de la compania,Uno,40,Si,Salario
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,7,1,No,0,Universitario,En curso,Licenciatura en Gestion de la Informacion,"Si, de forma particular",Analista Funcional BI,Full-Time,25890,1366,Neto,10001,,,,,,,1,1,De uno a tres sueldos,Mix de las anteriores,No,0,No,Salario y Grupo de trabajo
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,2,No,0,Terciario,Completado,,"Si, de forma particular",Developer,Freelance,26000,1372,Neto,50,,".NET, C#, CSS, HTML, Javascript, jQuery",,,,,2,2,No,No recibo bono,Uno,18,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,10+,No,0,Terciario,Incompleto,,"Si, de forma particular, Si, los pago un empleador",Developer,Full-Time,26000,1372,Neto,100,,"CSS, HTML, Javascript, jQuery, PHP",,,,,1,1,No,No recibo bono,No,0,Si,Mejores beneficios
Hombre,34 - 36,Santa Fe,10+,3,No,0,Terciario,Incompleto,Analista de sistema,"Si, de forma particular, Si, los pago un empleador",Especialista it,Full-Time,26000,1372,Bruto,10,,,,,,,2,2,Menos de un sueldo,Mix de las anteriores,Dos,25,No,No cambie de empresa
Hombre,34 - 36,La Rioja,10+,1,No,0,Terciario,Completado,,"Si, los pago un empleador",HelpDesk,Full-Time,26000,1372,Neto,1000,,,,,,,3,2,Un sueldo,Performance de la compania,Dos,4,No,No cambie de empresa
Hombre,31 - 33,GBA,10+,1,Si,1,Universitario,Incompleto,Sistemas,No,HelpDesk,Full-Time,26000,1372,Neto,10,,,,,,,3,3,Menos de un sueldo,Performance individual,Dos,20,Si,Salario
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,10+,Si,13,Terciario,Completado,Redes informaticas,"Si, de forma particular",Networking,Full-Time,26000,1372,Neto,50,,,,,,,2,2,Un sueldo,Performance individual,No,0,No,No cambie de empresa
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,10+,Si,13,Terciario,Completado,Redes informaticas,"Si, de forma particular",Networking,Full-Time,26000,1372,Neto,50,,,,,,,2,2,Un sueldo,Performance individual,No,0,No,No cambie de empresa
Hombre,31 - 33,GBA,10+,4,No,0,Terciario,Incompleto,Programacion,"Si, los pago un empleador",Networking,Full-Time,26000,1372,Neto,1000,,,,,,,3,2,Menos de un sueldo,Mix de las anteriores,No,0,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,10+,1,Si,5,Terciario,Completado,Analista de Sistemas,"Si, de forma particular",Networking,Full-Time,26000,1372,Neto,5000,,,,,,,1,1,No,No recibo bono,Uno,7,No,No cambie de empresa
Hombre,27 - 30,Provincia de Buenos Aires,10+,10+,No,0,Secundario,Completado,,"Si, de forma particular",Support Vip,Full-Time,26000,1372,Bruto,10001,,,,,,,3,3,No,No recibo bono,Dos,20,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,9,No,0,Terciario,Completado,Analista de Sistemas,"Si, los pago un empleador",SysAdmin / DevOps,Full-Time,26000,1372,Neto,1000,"Linux, Windows","sysadmin, no desarrollo",,,,,3,3,Menos de un sueldo,presentismo,Uno,18,No,No cambie de empresa
Hombre,50+,Ciudad Autonoma de Buenos Aires,10+,2,No,0,Universitario,Completado,Lic. en Sistemas,"Si, de forma particular, Si, los pago un empleador",SysAdmin / DevOps,Part-Time,26000,1372,Neto,5000,"Linux, Docker / Containers, OpenStack","C, C++, Java, Javascript, NodeJS, Perl, Python, R, Ruby",,,,,3,3,No,No recibo bono,Dos,28,No,No cambie de empresa
Hombre,37 - 40,Cordoba,10+,10+,No,0,Universitario,Incompleto,Ingenieria en sistemas,"Si, de forma particular",SysAdmin / DevOps,Full-Time,26000,1372,Bruto,10000,"Windows, Amazon Web Services, Azure, VMWare",VB *,,,,,1,2,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,27 - 30,Provincia de Buenos Aires,9,7,No,0,Terciario,Completado,Tecnico Superior en Programacion,No,Developer,Full-Time,26000,1372,Bruto,100,,"C, C++, Javascript",,,,,2,2,No,No recibo bono,Dos,19,No,No cambie de empresa
Hombre,34 - 36,Provincia de Buenos Aires,9,6,Si,3,Terciario,Incompleto,Analista de Sistemas,"Si, de forma particular",Developer,Tercerizado (trabajo a traves de consultora o agencia),26000,1372,Neto,10,,"CSS, HTML, Java, Javascript, JSP",,,,,3,3,No,No recibo bono,Dos,20,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,8,8,No,0,Universitario,En curso,Lic. Sistemas,"Si, de forma particular",Developer,Full-Time,26000,1372,Neto,100,,"HTML, Javascript, jQuery, Ruby",,,,,2,2,Menos de un sueldo,Performance de la compania,Dos,20,No,No cambie de empresa
Hombre,27 - 30,Provincia de Buenos Aires,8,1,No,0,Universitario,Incompleto,Ingenieria en Sistemas,"Si, de forma particular",SysAdmin / DevOps,Full-Time,26000,1372,Bruto,200,"Linux, Windows, Azure, VMWare","HTML, PHP",,,,,4,4,No,No recibo bono,Dos,17,No,No cambie de empresa
