Me identifico,Tengo,Argentina,Anos de experiencia,Anos en el puesto actual,Gente a cargo,Cuanta,Nivel de estudios alcanzado,Estado,Carrera,Realizaste cursos de especializacion,Trabajo de,Tipo de contrato,Salario mensual (en tu moneda local),USD,Bruto o neto,Max Cantidad de empleados,Tecnologias que utilizas,Tecnologias que utilizas,Tecnologias que utilizas,Automation o funcional,Tecnologias que utilizas,Tecnologias que utilizas,Que tan conforme estas con tu sueldo,Como crees que esta tu sueldo con respecto a julio 2017,Recibis algun tipo de bono,A que esta atado el bono,Tuviste ajustes por inflacion en 2017,De que % fue el ajuste,Cambiaste de empresa en los ultimos 6 meses,Cual fue el principal motivo de cambio
Hombre,31 - 33,Corrientes,4,4,No,0,Universitario,Completado,Licenciatura en Sistemas,"Si, de forma particular",Developer,Full-Time,34000,1794,Bruto,100,,"CSS, HTML, Javascript, jQuery, NodeJS, PHP",,,,,3,2,No,No recibo bono,Dos,17,No,No cambie de empresa
Hombre,27 - 30,San Luis,3,1,No,0,Universitario,Completado,Ingeniero en sistemas,"Si, de forma particular",Developer,Full-Time,34000,1794,Neto,200,,"Python, Sql",,,,,2,2,Un sueldo,Mix de las anteriores,Dos,18,No,No cambie de empresa
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,3,3,No,0,Universitario,En curso,Licenciatura en Sistemas de Informacion,"Si, de forma particular, Si, los pago un empleador",Developer,Full-Time,34000,1794,Neto,10001,,"CSS, HTML, Java, Javascript, jQuery, NodeJS",,,,,3,3,No,No recibo bono,Dos,17,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,2,1,Si,1,Universitario,Completado,Ciencias de la computacion,No,Developer,Part-Time,34000,1794,Bruto,50,,"CSS, HTML, Javascript, jQuery, NodeJS, Python",,,,,4,3,No,No recibo bono,Dos,22,No,No cambie de empresa
Mujer,27 - 30,Ciudad Autonoma de Buenos Aires,10+,10+,No,0,Universitario,Completado,Licenciatura en sistemas informaticos,"Si, los pago un empleador",Analista de sistemas,Full-Time,34000,1794,Neto,1000,,,,,,,2,1,No,No recibo bono,Dos,13,No,No cambie de empresa
Mujer,34 - 36,Ciudad Autonoma de Buenos Aires,10+,1,Si,1,Universitario,Completado,Diseno Grafico,"Si, de forma particular, Si, los pago un empleador",Designer,Full-Time,34000,1794,Bruto,50,,,,,,,3,3,No,No recibo bono,Uno,20,No,Salario
Mujer,34 - 36,Ciudad Autonoma de Buenos Aires,10+,3,No,0,Universitario,Incompleto,Diseno ux,"Si, los pago un empleador",Designer,Full-Time,34000,1794,Bruto,500,,,,,,,2,1,No,No recibo bono,Dos,13,No,No cambie de empresa
Mujer,50+,Ciudad Autonoma de Buenos Aires,10+,5,No,0,Universitario,Completado,quimica,"Si, de forma particular",Infosec,Full-Time,34000,1794,Neto,2000,,,,,,,3,2,Un sueldo,siempre,Uno,10,No,No cambie de empresa
Mujer,46 - 49,Ciudad Autonoma de Buenos Aires,10+,8,Si,2,Universitario,Completado,Analista en Computacion,"Si, de forma particular, Si, los pago un empleador",PM,Full-Time,34000,1794,Neto,500,,,,,,,1,1,No,No recibo bono,No,0,No,No cambie de empresa
Mujer,31 - 33,GBA,10+,6,No,0,Posgrado,Completado,contador,"Si, de forma particular, Si, los pago un empleador",PM,Full-Time,34000,1794,Neto,10001,,,,,,,1,2,Menos de un sueldo,Mix de las anteriores,No,40,No,No cambie de empresa
Mujer,37 - 40,Provincia de Buenos Aires,9,6,Si,2,Universitario,Completado,Licenciatura en cs de la computacion,No,Architect,Full-Time,34000,1794,Neto,500,,,,,,,3,2,De uno a tres sueldos,Mix de las anteriores,Uno,12,No,No cambie de empresa
Mujer,37 - 40,Ciudad Autonoma de Buenos Aires,7,6,No,0,Universitario,Incompleto,Analista de Sistemas,"Si, de forma particular",Analista,Full-Time,34000,1794,Neto,2000,,,,,,,3,2,Un sueldo,Performance individual,Dos,15,No,No cambie de empresa
Mujer,34 - 36,Ciudad Autonoma de Buenos Aires,7,7,Si,1,Universitario,Completado,Diseno Grafico,"Si, los pago un empleador","UX/UI (Me parece cualquiera tener que agregar este puesto como ""other"")",Full-Time,34000,1794,Neto,200,,,,,,,3,2,Menos de un sueldo,Performance de la compania,Dos,25,No,No cambie de empresa
Mujer,24 - 26,GBA,4,1,No,0,Terciario,Incompleto,Tecnico superior en Programacion,"Si, de forma particular",HelpDesk,Full-Time,34000,1794,Neto,500,,,,,,,3,3,No,No recibo bono,Uno,8,No,No cambie de empresa
Hombre,34 - 36,Cordoba,10+,2,Si,1,Universitario,Completado,Analista en Ciencias de la Computacion,"Si, de forma particular",Developer,Full-Time,34500,1820,Neto,10,,"CSS, HTML, Javascript, jQuery, NodeJS, PHP",,,,,3,3,No,No recibo bono,Uno,15,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,4,No,0,Universitario,En curso,Ingenieria en Sistemas de Informacion,"Si, de forma particular",Networking,Full-Time,34500,1820,Neto,200,,,,,,,3,2,No,No recibo bono,Dos,22,No,No cambie de empresa
Hombre,27 - 30,Provincia de Buenos Aires,10+,4,Si,4,Secundario,Completado,,"Si, de forma particular, Si, los pago un empleador",PM,Full-Time,34500,1820,Neto,10,,,,,,,3,2,No,No recibo bono,Uno,20,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,10+,4,No,0,Universitario,En curso,Ingenieria Informatica,"Si, los pago un empleador",SysAdmin / DevOps,Full-Time,34500,1820,Neto,1000,"Windows, Azure, Docker / Containers, VMWare",Java,,,,,2,3,De uno a tres sueldos,Performance individual,Dos,40,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,5,4,No,0,Secundario,Completado,Tecnico electromecanico,"Si, de forma particular",SysAdmin / DevOps,Full-Time,34500,1820,Neto,500,"Linux, Windows, VMWare","Java, ansible",,,,,3,2,No,Performance de la compania,Dos,22,No,No cambie de empresa
Otros,24 - 26,Ciudad Autonoma de Buenos Aires,2,Menos de un ano,No,0,Universitario,En curso,Lic en Sistemas,No,Developer,Full-Time,34500,1820,Bruto,50,,"CSS, HTML, Java, Javascript, jQuery, NodeJS",,,,,3,3,No,No recibo bono,Mas de dos,7,No,No cambie de empresa
Hombre,27 - 30,Cordoba,2,2,No,0,Universitario,Completado,,No,Developer,Full-Time,34600,1825,Bruto,10,,C++,,,,,3,3,No,No recibo bono,Dos,24,No,No cambie de empresa
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,1,Menos de un ano,No,0,Universitario,En curso,Ing En sistemas,"Si, de forma particular",Networking,Full-Time,34900,1841,Bruto,10001,,,,,,,3,3,No,No recibo bono,Uno,24,No,No cambie de empresa
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,7,Si,2,Secundario,Completado,Tecnico Informatica,"Si, los pago un empleador",Architect,Full-Time,35000,1846,Neto,10,,,,,,,3,3,Menos de un sueldo,Mix de las anteriores,Uno,15,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,4,No,0,Universitario,Completado,contador,No,Business Analyst,Full-Time,35000,1846,Neto,500,,,,,,,3,2,No,No recibo bono,Dos,20,No,No cambie de empresa
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,1,No,0,Universitario,Incompleto,,"Si, de forma particular",Business Development Manager,Full-Time,35000,1846,Neto,50,,,,,,,2,1,No,No recibo bono,No,0,No,Desafios profesionales
Hombre,50+,GBA,10+,10+,No,0,Universitario,Completado,Licencia en Comunicacion Social,"Si, de forma particular",Capacitador IT sistema de gestion,Full-Time,35000,1846,Bruto,500,,,,,,,2,2,No,No recibo bono,Uno,28,No,No cambie de empresa
Hombre,37 - 40,Provincia de Buenos Aires,10+,7,No,0,Universitario,Completado,,"Si, de forma particular, Si, los pago un empleador",DBA,Full-Time,35000,1846,Neto,500,,,,,,"MSSQL, MongoDB",2,2,Un sueldo,Performance de la compania,Dos,18,No,No cambie de empresa
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,2,No,0,Secundario,Completado,,"Si, de forma particular",DBA,Tercerizado (trabajo a traves de consultora o agencia),35000,1846,Neto,5000,,,,,,Oracle,4,3,No,No recibo bono,Dos,15,No,No cambie de empresa
Hombre,41 - 45,Cordoba,10+,9,No,0,Posgrado,Completado,Ing. en Sistemas,"Si, de forma particular, Si, los pago un empleador",DBA,Full-Time,35000,1846,Bruto,10000,,,,,,Oracle,1,1,Menos de un sueldo,Mix de las anteriores,No,19,No,No cambie de empresa
Hombre,37 - 40,Cordoba,10+,8,No,0,Universitario,Completado,ingenieria de sistema,"Si, de forma particular",DBA,Freelance,35000,1846,Neto,10,,,,,,"MSSQL, MySQL/MariaDB, Oracle",3,3,No,No recibo bono,Uno,20,No,No cambie de empresa
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,10+,No,0,Universitario,Incompleto,Diseno de imagen y sonido,"Si, de forma particular, Si, los pago un empleador",Developer,Full-Time,35000,1846,Bruto,50,,"CSS, HTML, Javascript, jQuery, NodeJS, PHP",,,,,2,2,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,37 - 40,GBA,10+,10+,No,0,Terciario,Completado,,"Si, de forma particular, Si, los pago un empleador",Developer,Full-Time,35000,1846,Neto,50,,"CSS, HTML, Javascript, jQuery, PHP, Delphi",,,,,2,2,No,No recibo bono,Dos,20,No,No cambie de empresa
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,Menos de un ano,No,0,Secundario,Incompleto,,No,Developer,Full-Time,35000,1846,Neto,100,,"Javascript, NodeJS, Docker, AWS",,,,,3,3,No,No recibo bono,No,0,Si,Me pudri de ser Freelance y justo esta empresa buscaba gente para un proyecto copado
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,1,No,0,Universitario,Incompleto,Ingenieria en Sistemas de Informacion,"Si, de forma particular, Si, los pago un empleador",Developer,Full-Time,35000,1846,Neto,100,,".NET, C#, CSS, HTML, Java, Javascript, jQuery, NodeJS, PHP, VB *",,,,,4,3,No,No recibo bono,Uno,20,No,No cambie de empresa
Hombre,31 - 33,Cordoba,10+,Menos de un ano,No,0,Universitario,Incompleto,Mecanica,"Si, de forma particular",Developer,Full-Time,35000,1846,Neto,100,,"CSS, HTML, jQuery, Python",,,,,2,2,No,No recibo bono,No,0,Si,Mayor comodidad
Hombre,41 - 45,GBA,10+,3,Si,5,Universitario,Completado,Ing. en Sistemas de Informacion,"Si, de forma particular",Developer,Full-Time,35000,1846,Neto,100,,".NET, C#, VB *",,,,,2,2,No,No recibo bono,Uno,20,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,1,No,0,Universitario,Completado,Ingenieria en Sistemas,No,Developer,Full-Time,35000,1846,Neto,200,,"CSS, HTML, Java, Javascript, jQuery",,,,,1,1,No,No recibo bono,Dos,26,No,No cambie de empresa
Hombre,34 - 36,Provincia de Buenos Aires,10+,Menos de un ano,Si,1,Posgrado,En curso,Ingenieria de software,No,Developer,Full-Time,35000,1846,Bruto,200,,PHP,,,,,1,2,No,No recibo bono,No,0,Si,Salario
Hombre,34 - 36,Santa Fe,10+,6,No,0,Universitario,Incompleto,Ingenieria en Sistemas,"Si, de forma particular, Si, los pago un empleador",Developer,Full-Time,35000,1846,Neto,200,,Python,,,,,3,2,Un sueldo,No esta sujeto a condiciones,Dos,24,No,No cambie de empresa
Hombre,34 - 36,GBA,10+,1,Si,2,Universitario,Completado,Lic. En administracion,"Si, de forma particular",Developer,Full-Time,35000,1846,Neto,500,,".NET, HTML",,,,,3,2,Menos de un sueldo,Performance de la compania,No,0,No,Obra social
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,10+,No,0,Universitario,Completado,,"Si, de forma particular",Developer,Full-Time,35000,1846,Bruto,1000,,".NET, C, C++, HTML, Java, Javascript, jQuery, PHP, Ruby, Visual FoxPro",,,,,3,2,No,No recibo bono,Dos,20,No,No cambie de empresa
Hombre,34 - 36,Santa Fe,10+,3,No,0,Universitario,Completado,Analista en Sistemas,"Si, de forma particular",Developer,Full-Time,35000,1846,Neto,5000,,".NET, C#, CSS, HTML, Javascript, jQuery, NodeJS",,,,,3,3,Un sueldo,Es un bono Anual,Dos,25,No,No cambie de empresa
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,6,Si,13,Universitario,En curso,ing en sistemas,No,Developer,Full-Time,35000,1846,Neto,10001,,".NET, Java, Javascript, jQuery, NodeJS, smalltalk",,,,,2,2,Un sueldo,Mix de las anteriores,Uno,15,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,10+,8,No,0,Terciario,Completado,Diseno Multimedial y Desarrollo web,"Si, de forma particular",Developer,Freelance,35000,1846,Neto,10,,"ActionScript, CSS, HTML, Javascript, jQuery, NodeJS, PHP, Symfony, Phonegap/Cordova, mysql",,,,,3,3,No,No recibo bono,Uno,20,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,2,No,0,Universitario,Incompleto,Ingenieria en Sistemas de Informacion,"Si, de forma particular, Si, los pago un empleador",Developer,Full-Time,35000,1846,Neto,10,,"HTML, Javascript, NodeJS, Python",,,,,3,3,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,37 - 40,Cordoba,10+,6,Si,5,Terciario,Incompleto,Analista de siatemas,"Si, de forma particular",Developer,Full-Time,35000,1846,Neto,10,,".NET, Javascript, jQuery, PHP, VB *",,,,,3,1,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,34 - 36,Tucuman,10+,5,Si,4,Universitario,Completado,Ingenieria en Informatica,"Si, de forma particular",Gerente de servicios,Full-Time,35000,1846,Neto,10,,,,,,,2,2,No,No recibo bono,Uno,15,No,No cambie de empresa
Hombre,41 - 45,Salta,10+,5,Si,3,Terciario,Completado,Analista programador,"Si, de forma particular, Si, los pago un empleador",HelpDesk,Part-Time,35000,1846,Neto,100,,,,,,,2,1,No,No recibo bono,Uno,20,No,No cambie de empresa
Hombre,37 - 40,Santa Fe,10+,2,Si,3,Universitario,Completado,Ingenieria en Sistemas,"Si, los pago un empleador",Infosec,Full-Time,35000,1846,Neto,5000,,,,,,,3,3,Menos de un sueldo,Performance de la compania,Dos,20,No,No cambie de empresa
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,3,No,0,Universitario,Incompleto,Lic. en Cs. de la Computacion,No,Infosec,Full-Time,35000,1846,Bruto,10,,,,,,,2,3,Un sueldo,Performance individual,Dos,35,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,7,No,0,Secundario,Completado,Sistemas.,"Si, de forma particular, Si, los pago un empleador",Operaciones,Full-Time,35000,1846,Bruto,10001,,,,,,,2,2,Un sueldo,Bonos que entrega la empresa por productividad y dia del telefonico.,Uno,25,No,No cambie de empresa
Hombre,50+,Ciudad Autonoma de Buenos Aires,10+,Menos de un ano,No,0,Universitario,Incompleto,Ing Electronica,"Si, los pago un empleador",PM,Full-Time,35000,1846,Neto,500,,,,,,,3,2,No,No recibo bono,No,0,Si,Despido
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,4,Si,1,Terciario,Completado,,"Si, de forma particular",PM,Full-Time,35000,1846,Neto,1000,,,,,,,2,2,Menos de un sueldo,Performance individual,Uno,19,No,No cambie de empresa
Hombre,50+,Ciudad Autonoma de Buenos Aires,10+,10+,No,0,Terciario,Completado,Sistemas,"Si, de forma particular, Si, los pago un empleador",PM,Full-Time,35000,1846,Neto,10000,,,,,,,3,2,De uno a tres sueldos,Mix de las anteriores,Dos,12,No,No cambie de empresa
Hombre,37 - 40,Provincia de Buenos Aires,10+,9,No,0,Universitario,Completado,Administracion de Empresas,"Si, de forma particular",PM,Full-Time,35000,1846,Bruto,10000,,,,,,,2,2,Menos de un sueldo,Mix de las anteriores,Dos,20,No,No cambie de empresa
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,10+,No,0,Secundario,Completado,adm sistemas,"Si, de forma particular",SysAdmin / DevOps,Full-Time,35000,1846,Neto,50,"Linux, Windows",C++,,,,,4,3,Menos de un sueldo,Performance de la compania,Uno,18,No,No cambie de empresa
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,2,No,0,Universitario,Incompleto,,"Si, de forma particular, Si, los pago un empleador",SysAdmin / DevOps,Full-Time,35000,1846,Neto,200,"Windows, VMWare",.NET,,,,,3,3,No,No recibo bono,Uno,20,No,No cambie de empresa
Hombre,41 - 45,Santa Fe,10+,10+,No,0,Universitario,Incompleto,Ingenieria en Sistemas,"Si, de forma particular, Si, los pago un empleador",SysAdmin / DevOps,Full-Time,35000,1846,Neto,200,"Linux, Windows, VMWare",.NET,,,,,3,1,No,No recibo bono,Uno,23,No,No cambie de empresa
Hombre,34 - 36,Cordoba,10+,8,No,0,Universitario,En curso,Lic. Cs. Computacion,"Si, de forma particular",SysAdmin / DevOps,Full-Time,35000,1846,Neto,500,"Linux, Windows, VMWare, GIS","Perl, Python, Bash, R",,,,,3,2,No,No recibo bono,Dos,20,No,No cambie de empresa
Hombre,31 - 33,Provincia de Buenos Aires,10+,Menos de un ano,Si,2,Secundario,Completado,Contable,"Si, de forma particular, Si, los pago un empleador",SysAdmin / DevOps,Full-Time,35000,1846,Neto,500,"Linux, Windows, Azure, VMWare",".NET, C++, C#, Java",,,,,3,2,Menos de un sueldo,Performance de la compania,Uno,20,No,Salario
Hombre,37 - 40,Provincia de Buenos Aires,10+,3,No,0,Universitario,Incompleto,Programacion,"Si, de forma particular",SysAdmin / DevOps,Full-Time,35000,1846,Neto,1000,"*BSD, Linux, Solaris, Windows, Azure, Citricos xenserver",".NET, HTML, Java, Javascript, PHP, VB *",,,,,4,3,Un sueldo,No recibo bono,Dos,18,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,2,Si,4,Secundario,Completado,,"Si, de forma particular, Si, los pago un empleador",SysAdmin / DevOps,Full-Time,35000,1846,Bruto,2000,"*BSD, Linux, Windows, Amazon Web Services, Azure, VMWare",HTML,,,,,3,3,No,No recibo bono,Dos,25,No,No cambie de empresa
Hombre,41 - 45,GBA,10+,10+,Si,10,Secundario,Completado,,"Si, de forma particular",SysAdmin / DevOps,Full-Time,35000,1846,Neto,5000,"Linux, Windows, VMWare",".NET, HTML, PHP",,,,,3,2,No,No recibo bono,Dos,15,No,No cambie de empresa
Hombre,31 - 33,Cordoba,10+,5,Si,18,Universitario,Completado,Ing. en sistemas,No,Technical Leader,Full-Time,35000,1846,Neto,1000,,,,,,,2,2,Un sueldo,Mix de las anteriores,No,21,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,3,No,0,Terciario,Completado,analista de sistema,"Si, de forma particular",tecnico pc/red,Full-Time,35000,1846,Neto,10000,,,,,,,3,3,No,No recibo bono,Uno,21,No,No cambie de empresa
Hombre,31 - 33,Provincia de Buenos Aires,9,1,No,0,Universitario,Completado,Ing. Informatica,"Si, los pago un empleador",CTO,Full-Time,35000,1846,Neto,50,,,,,,,4,4,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,34 - 36,Neuquen,9,9,No,0,Universitario,Completado,Analista en Computacion,"Si, de forma particular",DBA,Full-Time,35000,1846,Neto,2000,,,,,,PostgreSQL,3,2,No,No recibo bono,Dos,16,No,No cambie de empresa
Hombre,34 - 36,Provincia de Buenos Aires,9,5,No,0,Universitario,Completado,Ingeniero en sistemas,"Si, de forma particular",Developer,Part-Time,35000,1846,Neto,50,,"C, C++, HTML",,,,,3,2,Un sueldo,Performance individual,Dos,18,No,No cambie de empresa
Hombre,31 - 33,GBA,9,4,No,0,Universitario,Incompleto,ingenieria en sistemas,"Si, de forma particular",Developer,Full-Time,35000,1846,Neto,10001,,".NET, C#, VB *",,,,,3,2,No,No recibo bono,Dos,23,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,9,Menos de un ano,Si,1,Universitario,En curso,Licenciatura en Seguridad Ciudadana,"Si, de forma particular, Si, los pago un empleador",Infosec,Tercerizado (trabajo a traves de consultora o agencia),35000,1846,Neto,10001,,,,,,,4,4,No,No recibo bono,No,0,Si,Me pudri de renegar con la gorra y los politicos (era infosec de policia)
Hombre,34 - 36,Santa Fe,9,6,Si,3,Terciario,Completado,Analista en Sistemas de Computacion,"Si, de forma particular",QA / Tester,Full-Time,35000,1846,Bruto,200,,,Javascript,Funcional,"JMeter, POSTMAN",,1,2,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,9,4,No,0,Universitario,Incompleto,Ingenieria en sistemas,"Si, de forma particular",QA / Tester,Full-Time,35000,1846,Neto,500,,,"CSS, HTML, Java, Typescript",Mix,"Selenium, Cucumber",,2,2,Menos de un sueldo,Performance individual,Dos,25,No,No cambie de empresa
Hombre,27 - 30,Provincia de Buenos Aires,9,7,No,0,Universitario,Incompleto,lic en sistemas,No,QA / Tester,Full-Time,35000,1846,Neto,5000,,,"Java, Ruby, Scala",Mix,"Selenium, Watir, jenkins",,2,2,Un sueldo,Mix de las anteriores,Dos,20,No,No cambie de empresa
Hombre,34 - 36,Santa Fe,9,4,Si,1,Posgrado,Completado,Lic en sistemas,"Si, de forma particular",SysAdmin / DevOps,Full-Time,35000,1846,Neto,100,"*BSD, Windows","PHP, VB *",,,,,3,2,Un sueldo,Performance individual,No,0,No,No cambie de empresa
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,9,2,Si,5,Terciario,Completado,Analista de sistemas,"Si, de forma particular",SysAdmin / DevOps,Full-Time,35000,1846,Bruto,1000,"*BSD, Linux, Windows, VMWare, CRM",".NET, C#, HTML, Java, VB *",,,,,2,2,No,No recibo bono,Uno,22,No,No cambie de empresa
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,8,Menos de un ano,No,0,Universitario,Incompleto,Ingenieria en informatica,"Si, de forma particular, Si, los pago un empleador",Architect,Full-Time,35000,1846,Neto,500,,,,,,,2,3,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,31 - 33,Cordoba,8,Menos de un ano,No,0,Universitario,Incompleto,Sistemas,"Si, de forma particular, Si, los pago un empleador",Designer,Full-Time,35000,1846,Neto,500,,,,,,,3,2,No,No recibo bono,Dos,18,Si,Desafios profesionales
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,8,2,Si,2,Universitario,Incompleto,ingenieria sistemas,"Si, de forma particular",Designer,Full-Time,35000,1846,Neto,10,,,,,,,2,2,Un sueldo,Mix de las anteriores,Uno,15,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,8,1,No,0,Terciario,En curso,Analista,"Si, de forma particular, Si, los pago un empleador",Developer,Full-Time,35000,1846,Neto,50,,Java,,,,,1,1,No,No recibo bono,Uno,15,No,No cambie de empresa
Hombre,31 - 33,Cordoba,8,2,No,0,Terciario,Incompleto,LIc en computacion,"Si, de forma particular, Si, los pago un empleador",Developer,Full-Time,35000,1846,Neto,50,,"CSS, HTML, Javascript, jQuery, PHP, Ruby",,,,,3,3,No,No recibo bono,Uno,15,No,No cambie de empresa
Hombre,27 - 30,Provincia de Buenos Aires,8,1,No,0,Universitario,Completado,Ingenieria en Sistemas,No,Developer,Full-Time,35000,1846,Bruto,50,,Python,,,,,2,3,No,No recibo bono,Uno,25,No,No cambie de empresa
Hombre,31 - 33,Santa Fe,8,5,No,0,Universitario,Completado,Ingenieria en sistemas,"Si, los pago un empleador",Developer,Full-Time,35000,1846,Bruto,2000,,"C, Java",,,,,3,1,No,No recibo bono,Uno,10,No,No cambie de empresa
Hombre,27 - 30,GBA,8,Menos de un ano,No,0,Universitario,Incompleto,Ingenieria informatica,"Si, de forma particular",Especialista Linux,Full-Time,35000,1846,Bruto,10000,,,,,,,2,2,Un sueldo,Performance de la compania,No,0,Si,Desafios profesionales
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,8,3,Si,2,Universitario,Completado,Ing Informatica,No,PM,Full-Time,35000,1846,Neto,10001,,,,,,,3,3,No,No recibo bono,Dos,30,No,No cambie de empresa
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,8,7,No,0,Universitario,Incompleto,Ingenieria en sistemas,"Si, los pago un empleador",Sap Basis Administrator,Full-Time,35000,1846,Bruto,2000,,,,,,,3,3,Menos de un sueldo,Performance de la compania,Uno,10,No,No cambie de empresa
Hombre,27 - 30,Santa Fe,8,1,Si,2,Terciario,Incompleto,Analista sistemas,"Si, los pago un empleador",SysAdmin / DevOps,Full-Time,35000,1846,Neto,200,"Windows, VMWare","HTML, PHP",,,,,3,3,No,No recibo bono,No,0,Si,Despido
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,8,2,Si,4,Universitario,En curso,Licenciatura en Informatica,"Si, de forma particular",SysAdmin / DevOps,Full-Time,35000,1846,Neto,500,"Linux, Solaris, Windows, Amazon Web Services","PHP, Python, VB *",,,,,3,2,No,No recibo bono,Dos,20,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,7,2,Si,2,Universitario,Completado,Ingenieria en Informatica,"Si, de forma particular, Si, los pago un empleador",Data Engineer,Freelance,35000,1846,Bruto,50,,,,,,,1,1,Un sueldo,Mix de las anteriores,No,0,No,No cambie de empresa
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,7,1,No,0,Universitario,Completado,Ingenieria en Sistemas,"Si, de forma particular",Developer,Full-Time,35000,1846,Neto,1000,,"CSS, HTML, Java, Javascript, jQuery, NodeJS",,,,,3,2,No,No recibo bono,Uno,20,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,7,4,No,0,Terciario,Completado,Analista de Sistemas,"Si, los pago un empleador",Developer,Full-Time,35000,1846,Neto,10,,"Javascript, NodeJS, Python, Vue",,,,,3,3,Menos de un sueldo,Performance de la compania,Mas de dos,24,No,No cambie de empresa
Hombre,27 - 30,GBA,6,Menos de un ano,No,0,Terciario,Incompleto,,"Si, de forma particular",Developer,Full-Time,35000,1846,Neto,50,,"Objective-C, Swift",,,,,3,4,No,Nada,No,0,Si,Meno tiempo de viaje
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,6,1,No,0,Universitario,Completado,Diseno,"Si, de forma particular",Developer,Tercerizado (trabajo a traves de consultora o agencia),35000,1846,Neto,100,,"CSS, HTML, Javascript",,,,,1,1,No,No recibo bono,No,0,No,Salario
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,6,4,No,0,Universitario,En curso,Ing informatica,No,Developer,Full-Time,35000,1846,Neto,200,,".NET, C#, HTML, Java, Javascript, NodeJS, Swift",,,,,3,2,No,No recibo bono,Dos,15,No,No cambie de empresa
Hombre,31 - 33,Cordoba,6,2,No,0,Universitario,Completado,Licenciatura en Ciencias de la Computacion,"Si, de forma particular",Developer,Full-Time,35000,1846,Neto,500,,"C, C++, Python",,,,,2,3,Menos de un sueldo,Mix de las anteriores,Uno,11,Si,Mayor comodidad
Hombre,27 - 30,Santa Fe,6,6,No,0,Universitario,En curso,Ingenieria En Sistemas De Informacion,"Si, de forma particular",Developer,Full-Time,35000,1846,Bruto,500,,".NET, C#, HTML, Javascript, jQuery",,,,,1,1,Un sueldo,Performance de la compania,Dos,20,No,No cambie de empresa
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,6,Menos de un ano,No,0,Secundario,Completado,Tecnico en computacion,"Si, de forma particular",Developer,Full-Time,35000,1846,Neto,10,,"HTML, Java, Javascript, jQuery",,,,,3,4,No,No recibo bono,Uno,15,Si,Desafios profesionales
