Me identifico,Tengo,Argentina,Anos de experiencia,Anos en el puesto actual,Trabajo de,Tipo de contrato,Salario mensual (en tu moneda local),USD,Bruto o neto,Max Cantidad de empleados,Gente a cargo,Cuanta,Tecnologias que utilizas,Tecnologias que utilizas,Automation o funcional,Tecnologias que utilizas,Tecnologias que utilizas,Tenes guardias,Cuanto cobras por guardia (en tu moneda local),"Porcentaje, bruto o neto",Que tan conforme estas con tu sueldo,Como crees que esta tu sueldo con respecto a Julio 2016,Recibis algun tipo de bono,A que esta atado el bono,Tuviste ajustes por inflacion en 2016,De que % fue el ajuste,Cambiaste de empresa en los ultimos 6 meses,Cual fue el principal motivo de cambio,Beneficios extra
Hombre,27 - 30,GBA,7,3,Administracion/Controller/Helpdesk/Compras/Comunicacion,Full-Time,19000,1183,Bruto,10,Si,2,"Windows, Sysaid/Sistema propio/TV",,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Mas de dos,45,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Flexibilidad horaria"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,2,2,Funcional,Full-Time,19000,1183,Bruto,1000,No,0,"Linux, Windows",,,,,No,0,Bruto,3,3,No,No recibo bono,Uno,15,No,No cambie de empresa,Cuota para universidad
Hombre,41 - 45,Cordoba,5,5,Developer,Full-Time,19000,1183,Bruto,500,No,0,"Linux, Windows, VMWare",,,,,No,0,Porcentaje de mi sueldo,3,2,No,No recibo bono,Dos,25,No,No cambie de empresa,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas"
Hombre,27 - 30,GBA,8,2,Empleado,Full-Time,19000,1183,Bruto,500,No,0,Windows,,,,,No,0,Bruto,1,1,Un sueldo,Performance de la compania,No,0,No,No cambie de empresa,"Comidas pagas/subvencionadas, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc)"
Hombre,27 - 30,Tucuman,4,Menos de un ano,Developer,Full-Time,19000,1183,Bruto,200,No,0,"Windows, VMWare",,,,,No,0,Porcentaje de mi sueldo,3,2,No,No recibo bono,No,0,Si,Desafios profesionales,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,37 - 40,Provincia de Buenos Aires,10+,5,HelpDesk,Full-Time,19000,1183,Bruto,200,No,0,"Linux, Windows, VMWare",,,,,No,0,Bruto,2,1,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,4,2,SysAdmin / DevOps,Full-Time,19000,1183,Bruto,200,No,0,"Linux, Windows, XEN, Juniper",,,,,"Si, pasiva",650,Bruto,1,2,No,No recibo bono,Dos,17,No,No cambie de empresa,"Capacitaciones y/o cursos, Descuentos en gimnasios, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,5,5,Tecnico Telecomunicaciones,Full-Time,19000,1183,Bruto,200,No,0,"Windows, Azure, Hyper-V",,,,,"Si, pasiva",1500,Bruto,2,3,No,No recibo bono,Uno,15,No,No cambie de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Horarios flexibles, Laptop"
Hombre,37 - 40,Provincia de Buenos Aires,10+,2,Developer,Full-Time,19000,1183,Neto,100,No,0,"Linux, Windows, Azure",,,,,No,0,Neto,2,2,No,No recibo bono,Dos,30,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Playroom, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,41 - 45,Provincia de Buenos Aires,10+,3,HelpDesk,Full-Time,19000,1183,Neto,100,No,0,"Linux, Windows, Amazon Web Services, VMWare",,,,,No,0,Neto,3,3,No,No recibo bono,Mas de dos,30,No,No cambie de empresa,"Aumento por inflacion, Comidas pagas/subvencionadas"
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,2,jefe departamental,Full-Time,19000,1183,Neto,100,Si,6,Windows,,,,,No,0,Neto,2,2,Menos de un sueldo,Performance de la compania,Uno,18,No,No cambie de empresa,Abono de celular y/o Internet
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,8,Networking,Full-Time,19000,1183,Neto,100,No,0,"Linux, Windows",,,,,"Si, pasiva",0,Bruto,3,3,Menos de un sueldo,Mix de las anteriores,Dos,20,No,No cambie de empresa,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,6,2,SysAdmin / DevOps,Full-Time,19000,1183,Neto,100,Si,2,"Linux, Windows, VMWare",,,,,"Si, pasiva",0,Neto,2,2,No,No recibo bono,Uno,10,No,No cambie de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,2,2,Developer,Part-Time,19000,1183,Neto,10,No,0,"Linux, Windows",,,,,No,0,Porcentaje de mi sueldo,2,1,No,No recibo bono,Mas de dos,37,No,No cambie de empresa,Horarios flexibles
Hombre,24 - 26,Santa Fe,Menos de un ano,Menos de un ano,Developer,Full-Time,19000,1183,Neto,10,No,0,Linux,,,,,No,0,Neto,3,3,No,No recibo bono,No,0,No,No cambie de empresa,"Capacitaciones y/o cursos, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,31 - 33,Provincia de Buenos Aires,7,7,Developer,Full-Time,19000,1183,Neto,1001,No,0,Windows,,,,,No,0,Neto,2,1,No,No recibo bono,Dos,18,No,No cambie de empresa,Horarios flexibles
Hombre,24 - 26,Provincia de Buenos Aires,6,6,HelpDesk,Full-Time,19000,1183,Neto,1001,Si,2,"Linux, Windows, VMWare",,,,,No,0,Porcentaje de mi sueldo,4,3,Un sueldo,Mix de las anteriores,Uno,21,No,No cambie de empresa,"Comidas pagas/subvencionadas, Horarios flexibles, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,41 - 45,San Juan,10+,8,QA / Tester,Full-Time,19000,1183,Neto,1001,Si,15,OpenStack,,,,,"Si, pasiva",0,Neto,2,2,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,46 - 49,Ciudad Autonoma de Buenos Aires,10+,1,SysAdmin / DevOps,Full-Time,19000,1183,Neto,1001,No,0,"Linux, Docker / Containers, kvm zabbix samba ldap",,,,,No,0,Porcentaje de mi sueldo,1,1,No,No recibo bono,Uno,10,No,No cambie de empresa,Ninguna de las anteriores
Hombre,27 - 30,GBA,1,6,SysAdmin / DevOps,Full-Time,19000,1183,Neto,1001,No,0,"AIX, Linux, Solaris",,,,,No,0,Porcentaje de mi sueldo,2,2,Menos de un sueldo,Performance individual,Uno,19,No,No cambie de empresa,"Bonos por desempeno, Horarios flexibles, Laptop, Stock options, Sueldo divido en dos pagos por mes, WFH (Trabajar desde casa)"
Hombre,24 - 26,GBA,1,1,HelpDesk,Tercerizado (trabajo a traves de consultora o agencia),19000,1183,Neto,1000,No,0,Windows,,,,,No,0,Neto,3,3,No,No recibo bono,Uno,8,No,No cambie de empresa,Horarios flexibles
Hombre,27 - 30,GBA,10+,6,SysAdmin / DevOps,Full-Time,19000,1183,Neto,1000,No,0,Linux,,,,,No,0,Neto,3,3,No,No recibo bono,Dos,36,No,No cambie de empresa,Aumento por inflacion
Hombre,34 - 36,GBA,9,7,Analista Sap,Full-Time,19000,1183,Neto,500,No,0,Sap,,,,,"Si, pasiva",0,Bruto,1,1,No,No recibo bono,Dos,20,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion"
Hombre,37 - 40,Cordoba,10+,9,HelpDesk,Full-Time,19000,1183,Neto,500,No,0,"Windows, VMWare",,,,,No,0,Neto,3,2,No,No recibo bono,Uno,5,No,No cambie de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc)"
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,6,SysAdmin / DevOps,Full-Time,19000,1183,Neto,500,No,0,"Windows, VMWare",,,,,No,0,Bruto,2,2,No,No recibo bono,Dos,15,No,No cambie de empresa,Aumento por inflacion
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,4,2,Designer,Full-Time,19000,1183,Neto,200,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,3,2,Un sueldo,Mix de las anteriores,Dos,27,No,No cambie de empresa,"Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,27 - 30,Provincia de Buenos Aires,6,2,Developer,Full-Time,19000,1183,Neto,200,No,0,Linux,,,,,No,0,Porcentaje de mi sueldo,2,1,No,No recibo bono,Dos,27,No,No cambie de empresa,"Aumento por inflacion, Horarios flexibles, Laptop"
Hombre,24 - 26,Provincia de Buenos Aires,4,2,Developer,Full-Time,19000,1183,Neto,200,No,0,Swift,,,,,No,0,Porcentaje de mi sueldo,3,2,Menos de un sueldo,Tecnologia,Dos,38,No,No cambie de empresa,"Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Masajes, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viaticos, WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,7,4,Networking,Full-Time,19000,1183,Neto,200,Si,5,"Linux, Windows, VMWare",,,,,"Si, pasiva",0,Neto,2,1,Menos de un sueldo,Performance de la compania,Uno,15,No,No cambie de empresa,"Laptop, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,24 - 26,GBA,4,2,Networking,Full-Time,19000,1183,Neto,200,No,0,"*BSD, Linux, Windows, Docker / Containers, VMWare",,,,,"Si, activa",0,Porcentaje de mi sueldo,3,2,No,No recibo bono,Dos,30,Si,Salario,"Capacitaciones y/o cursos, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,5,PM,Full-Time,19000,1183,Neto,200,No,0,Windows,,,,,No,0,Bruto,2,2,Menos de un sueldo,Performance de la compania,Dos,30,No,No cambie de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles"
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,4,1,PM,Full-Time,19000,1183,Neto,200,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,2,3,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,Menos de un ano,1,QA / Tester,Full-Time,19000,1183,Neto,200,No,0,Windows,,,,,No,0,Bruto,4,3,Un sueldo,Mix de las anteriores,Uno,16,No,No cambie de empresa,"Aumento por inflacion, Bonos por desempeno, Clases de idiomas, Comidas pagas/subvencionadas"
Hombre,27 - 30,Cordoba,7,2,SysAdmin / DevOps,Full-Time,19000,1183,Neto,200,No,0,"Linux, Windows, VMWare",,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Uno,15,Si,Salario,-
Hombre,27 - 30,GBA,10+,3,SysAdmin / DevOps,Full-Time,19000,1183,Neto,200,No,0,"Linux, Windows, VMWare",,,,,"Si, pasiva",0,Neto,3,2,No,No recibo bono,Dos,15,No,No cambie de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,4,4,Developer,Full-Time,19000,1183,Neto,50,Si,2,Windows,,,,,No,0,Porcentaje de mi sueldo,3,4,No,No recibo bono,No,0,No,No cambie de empresa,"Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,27 - 30,Cordoba,5,3,Developer,Full-Time,19000,1183,Neto,50,No,0,Windows,,,,,No,0,Bruto,2,1,No,No recibo bono,Dos,30,No,No cambie de empresa,"Clases de idiomas, Snacks, golosinas, bebidas"
Hombre,34 - 36,San Juan,10+,2,Developer,Full-Time,19000,1183,Neto,50,No,0,"Linux, Php",,,,,No,0,Neto,2,2,No,No recibo bono,No,18,No,No cambie de empresa,"Capacitaciones y/o cursos, Clases de idiomas, WFH (Trabajar desde casa)"
Hombre,31 - 33,GBA,5,5,HelpDesk,Full-Time,19000,1183,Neto,50,No,0,"Linux, Windows",,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,24 - 26,GBA,5,2,Networking,Full-Time,19000,1183,Neto,50,No,0,"*BSD, Linux, Windows, Azure, VMWare",,,,,"Si, pasiva",800,Neto,2,1,No,No recibo bono,No,0,No,No cambie de empresa,"Horarios flexibles, Laptop, Viaticos, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,5,3,SysAdmin / DevOps,Full-Time,19000,1183,Neto,50,Si,2,"Linux, Windows, Azure",,,,,"Si, pasiva",10,Neto,3,2,No,No recibo bono,Uno,19,No,No cambie de empresa,Ninguna de las anteriores
Hombre,34 - 36,Cordoba,10+,1,SysAdmin / DevOps,Full-Time,19000,1183,Neto,50,Si,2,Windows,,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Dos,32,No,No cambie de empresa,"Aumento por inflacion, Horarios flexibles, Viajes al exterior"
Mujer,27 - 30,Cordoba,3,Menos de un ano,Developer,Full-Time,19000,1183,Bruto,100,No,0,"Linux, Windows",,,,,No,0,Neto,3,3,No,No recibo bono,No,0,Si,Salario,"Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Mujer,24 - 26,Ciudad Autonoma de Buenos Aires,7,2,HelpDesk,Full-Time,19000,1183,Bruto,1001,No,0,Windows,,,,,No,0,Bruto,4,4,No,No recibo bono,Uno,36,No,No cambie de empresa,"Capacitaciones y/o cursos, Descuentos en gimnasios, Viaticos"
Mujer,37 - 40,Ciudad Autonoma de Buenos Aires,5,3,operador NOC,Full-Time,19000,1183,Neto,1001,No,0,"Windows, SAP",,,,,"Si, activa",1000,Neto,2,2,No,No recibo bono,Uno,10,No,No cambie de empresa,"Abono de celular y/o Internet, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Ninguna de las anteriores"
Mujer,27 - 30,GBA,3,Menos de un ano,QA / Tester,Tercerizado (trabajo a traves de consultora o agencia),19000,1183,Neto,1001,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,3,3,Menos de un sueldo,Performance individual,Uno,10,Si,Salario,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,1,Menos de un ano,Developer,Full-Time,19050,1186,Neto,500,No,0,Linux,,,,,No,0,Porcentaje de mi sueldo,3,4,No,No recibo bono,Uno,15,No,No cambie de empresa,"Aumento por inflacion, Descuentos en gimnasios, Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,24 - 26,Provincia de Buenos Aires,4,2,Developer,Full-Time,19140,1191,Neto,50,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Dos,30,No,No cambie de empresa,"Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Snacks, golosinas, bebidas"
Hombre,18 - 20,Ciudad Autonoma de Buenos Aires,1,Menos de un ano,Developer,Full-Time,19174,1193,Bruto,200,No,0,Amazon Web Services,,,,,No,0,Porcentaje de mi sueldo,4,4,No,No recibo bono,No,0,Si,Desafios profesionales,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,8,Infosec,Freelance,19200,1195,Bruto,1000,No,0,"Windows, VMWare, SAP",,,,,"Si, pasiva",0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Uno,14,No,No cambie de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Laptop"
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,3,1,QA / Tester,Full-Time,19200,1195,Bruto,500,No,0,Windows,,,,,No,0,Bruto,3,3,No,No recibo bono,Uno,10,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Viaticos"
Hombre,34 - 36,Neuquen,10+,6,SysAdmin / DevOps,Full-Time,19200,1195,Bruto,500,No,0,"Windows, VMWare",,,,,"Si, pasiva",110,Bruto,2,1,No,No recibo bono,Uno,11,No,No cambie de empresa,Ninguna de las anteriores
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,2,TESTER,Full-Time,19200,1195,Bruto,500,No,0,"Windows, Docker / Containers, VMWare, ruby/Html/java",,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Uno,10,No,No cambie de empresa,"Comidas pagas/subvencionadas, Ninguna de las anteriores"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,2,1,Developer,Full-Time,19201,1195,Neto,10,No,0,Windows,,,,,No,0,Neto,3,3,No,No recibo bono,Mas de dos,45,No,No cambie de empresa,"Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Laptop, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,5,5,Developer,Full-Time,19220,1196,Neto,1001,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,3,3,De uno a tres sueldos,Performance de la compania,Uno,4,No,No cambie de empresa,"Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Mujer,24 - 26,Ciudad Autonoma de Buenos Aires,2,2,Developer,Full-Time,19250,1198,Neto,100,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,4,4,No,No recibo bono,Mas de dos,45,No,No cambie de empresa,"Horarios flexibles, Playroom, Snacks, golosinas, bebidas"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,3,3,Developer,Part-Time,19300,1201,Neto,100,No,0,"Windows, Amazon Web Services, Oracle",,,,,No,0,Porcentaje de mi sueldo,4,4,No,No recibo bono,Uno,35,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viaticos"
Hombre,37 - 40,GBA,8,8,Developer,Part-Time,19300,1201,Neto,100,No,0,"Linux, Windows",,,,,No,0,Bruto,2,2,No,No recibo bono,Dos,23,No,No cambie de empresa,Aumento por inflacion
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,5,1,SysAdmin / DevOps,Full-Time,19300,1201,Neto,100,No,0,"Windows, Amazon Web Services, Docker / Containers, OpenStack, VMWare",,,,,No,0,Bruto,2,3,No,No recibo bono,Dos,30,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Laptop"
Hombre,27 - 30,GBA,10+,7,SysAdmin / DevOps,Full-Time,19300,1201,Neto,200,Si,1,"Linux, Windows",,,,,"Si, pasiva",0,Porcentaje de mi sueldo,3,1,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,9,2,DBA,Full-Time,19300,1201,Neto,50,No,0,"Linux, Solaris, Windows, Amazon Web Services",,,,,No,0,Bruto,2,1,No,No recibo bono,No,0,No,No cambie de empresa,"Laptop, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,Menos de un ano,SysAdmin / DevOps,Full-Time,19440,1210,Neto,500,No,0,"Linux, Windows, VMWare",,,,,No,0,Bruto,3,3,No,No recibo bono,No,0,No,No cambie de empresa,"Capacitaciones y/o cursos, Horarios flexibles, Snacks, golosinas, bebidas, Viaticos"
Hombre,34 - 36,Tucuman,8,3,Developer,Full-Time,19470,1212,Bruto,1001,No,0,"Linux, Amazon Web Services, Docker / Containers",,,,,No,0,Porcentaje de mi sueldo,1,2,No,No recibo bono,Dos,15,No,No cambie de empresa,"Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Masajes, Playroom, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viaticos, WFH (Trabajar desde casa)"
Hombre,27 - 30,Santa Fe,2,2,Developer,Full-Time,19500,1214,Bruto,200,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,2,3,No,Performance individual,Dos,20,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Snacks, golosinas, bebidas"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,3,3,HelpDesk,Full-Time,19500,1214,Bruto,200,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,3,3,Un sueldo,Performance individual,Dos,30,Si,Salario,"Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,2,2,Developer,Full-Time,19500,1214,Bruto,50,No,0,oracle,,,,,No,0,Porcentaje de mi sueldo,3,2,Un sueldo,Mix de las anteriores,Uno,14,No,No cambie de empresa,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,10+,1,Infraestructura,Full-Time,19500,1214,Bruto,50,Si,4,Windows,,,,,No,0,Porcentaje de mi sueldo,3,2,No,No recibo bono,Uno,20,No,No cambie de empresa,Horarios flexibles
Hombre,24 - 26,GBA,6,Menos de un ano,Analista de TI,Full-Time,19500,1214,Neto,1001,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Mas de dos,19,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,2,1,QA / Tester,Full-Time,19500,1214,Neto,1001,No,0,"Windows, OpenStack",,,,,No,0,Bruto,4,3,Menos de un sueldo,fin de ano,Dos,39,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Cuota para universidad, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,9,1,SysAdmin / DevOps,Full-Time,19500,1214,Neto,1000,No,0,Windows,,,,,No,0,Bruto,3,3,No,No recibo bono,Mas de dos,30,No,No cambie de empresa,Ninguna de las anteriores
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,2,Developer,Full-Time,19500,1214,Neto,500,No,0,"Linux, Windows, PHP, PostgreSQL, PHPRunner",,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Dos,35,No,Desafios profesionales,"Aumento por inflacion, Clases de idiomas, Descuentos en gimnasios, Me dejan tomar mates"
Hombre,27 - 30,Neuquen,8,3,Developer,Full-Time,19500,1214,Neto,500,No,0,"Linux, OpenStack",,,,,No,0,Bruto,2,1,No,No recibo bono,No,0,No,No cambie de empresa,"Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,27 - 30,Neuquen,9,6,Developer,Freelance,19500,1214,Neto,50,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Uno,20,No,No cambie de empresa,Ninguna de las anteriores
Hombre,27 - 30,Santa Cruz,9,Menos de un ano,HelpDesk,Full-Time,19500,1214,Neto,50,No,0,"Linux, Windows",,,,,No,0,Porcentaje de mi sueldo,4,3,Menos de un sueldo,Performance individual,No,0,Si,Mejores beneficios,Abono de celular y/o Internet
Hombre,27 - 30,Mendoza,4,Menos de un ano,Middleware,Full-Time,19500,1214,Neto,50,No,0,"Linux, Docker / Containers",,,,,No,0,Bruto,3,2,No,No recibo bono,Uno,10,Si,Desafios profesionales,"Horarios flexibles, Snacks, golosinas, bebidas"
Hombre,34 - 36,GBA,10+,7,SysAdmin+Storage+Networking+Support Chief,Full-Time,19500,1214,Neto,50,Si,3,"Linux, Windows, VMWare",,,,,"Si, pasiva",0,Porcentaje de mi sueldo,1,2,No,No recibo bono,Dos,20,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Viajes al exterior, Viaticos"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,5,3,Developer,Full-Time,19505,1214,Neto,50,No,0,"Linux, Windows",,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Dos,30,No,No cambie de empresa,"Aumento por inflacion, Masajes"
Mujer,34 - 36,Catamarca,10+,8,SysAdmin / DevOps,Part-Time,19500,1214,Neto,200,Si,4,"Linux, Windows, VMWare",,,,,No,0,Porcentaje de mi sueldo,3,3,No,Solo fue el bono para los que tiene bajo sueldo menor a 15000,Mas de dos,40,No,No cambie de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos"
Hombre,24 - 26,GBA,7,2,HelpDesk,Full-Time,19600,1220,Bruto,1001,No,0,"Linux, Windows",,,,,"Si, pasiva",0,Bruto,2,3,Un sueldo,Performance de la compania,Dos,22,No,Salario,Aumento por inflacion
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,Developer,Full-Time,19600,1220,Bruto,200,No,0,Linux,,,,,No,0,Bruto,4,4,No,No recibo bono,No,0,Si,Pasantia,"Abono de celular y/o Internet, Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Laptop, Playroom, Snacks, golosinas, bebidas, Stock options, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,4,Infosec,Tercerizado (trabajo a traves de consultora o agencia),19600,1220,Neto,1001,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,1,1,No,No recibo bono,Dos,30,No,No cambie de empresa,Laptop
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,5,3,HelpDesk,Full-Time,19600,1220,Neto,500,No,0,"Linux, Windows, Amazon Web Services, Docker / Containers",,,,,"Si, pasiva",0,Porcentaje de mi sueldo,4,4,Menos de un sueldo,Mix de las anteriores,Dos,25,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Laptop, Masajes, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viaticos, WFH (Trabajar desde casa)"
