Me identifico,Tengo,Argentina,Anos de experiencia,Anos en el puesto actual,Gente a cargo,Cuanta,Trabajo de,Tipo de contrato,Salario mensual (en tu moneda local),USD,Bruto o neto,Max Cantidad de empleados,Tecnologias que utilizas,Tecnologias que utilizas,Tecnologias que utilizas,Automation o funcional,Tecnologias que utilizas,Tecnologias que utilizas,Tenes guardias,Cuanto cobras por guardia (en tu moneda local),"Porcentaje, bruto o neto",Que tan conforme estas con tu sueldo,Como crees que esta tu sueldo con respecto a Enero 2017,Recibis algun tipo de bono,A que esta atado el bono,Tuviste ajustes por inflacion en 2017,De que % fue el ajuste,Cambiaste de empresa en los ultimos 6 meses,Cual fue el principal motivo de cambio,Beneficios extra
Hombre,21 - 23,Mendoza,1,Menos de un ano,No,0,Developer,Full-Time,13000,773,Neto,100,,".NET, HTML, Javascript",,,,,No,0,Porcentaje de mi sueldo,2,2,Menos de un sueldo,Mix de las anteriores,No,0,Si,Mayor comodidad,"Comidas pagas/subvencionadas, Viaticos"
Hombre,21 - 23,Provincia de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Developer,Full-Time,13000,773,Neto,100,,Java,,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Uno,15,No,No cambie de empresa,Clases de idiomas
Hombre,21 - 23,Provincia de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Developer,Full-Time,13000,773,Neto,200,,Java,,,,,No,0,Bruto,3,3,No,No recibo bono,No,0,No,No cambie de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Masajes, Playroom, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior"
Hombre,21 - 23,Provincia de Buenos Aires,2,2,No,0,Developer,Full-Time,13000,773,Bruto,10,,".NET, C, C++, C#, CSS, HTML, Java, Python, VB *",,,,,"Si, activa",200,Bruto,2,2,Menos de un sueldo,Performance individual,Uno,15,No,No cambie de empresa,Ninguna de las anteriores
Hombre,21 - 23,Santa Fe,Menos de un ano,Menos de un ano,No,0,Developer,Full-Time,13000,773,Neto,10,,Haxe,,,,,No,0,Bruto,4,4,No,No recibo bono,Uno,25,Si,Salario,Ninguna de las anteriores
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,1,Menos de un ano,Si,2,Developer,Part-Time,12650,752,Neto,200,,"CSS, HTML, Javascript",,,,,No,0,Neto,2,1,No,No recibo bono,No,0,Si,Desafios profesionales,"Aumento por inflacion, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Masajes, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,21 - 23,Cordoba,4,1,No,0,Developer,Full-Time,12500,743,Neto,1001,,"CSS, HTML, Java, Javascript, jQuery, NodeJS, PHP, Python, Ruby",,,,,No,0,Porcentaje de mi sueldo,1,1,No,No recibo bono,No,0,No,No cambie de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Masajes"
Hombre,21 - 23,Provincia de Buenos Aires,1,Menos de un ano,No,0,Developer,Part-Time,12300,731,Neto,100,,"CSS, HTML, Javascript, NodeJS, PHP, React",,,,,No,0,Neto,3,2,No,No recibo bono,No,0,Si,Salario,"Capacitaciones y/o cursos, Clases de idiomas, Snacks, golosinas, bebidas"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Developer,Part-Time,12000,713,Bruto,100,,"Javascript, jQuery, Python, Ruby",,,,,No,0,Neto,2,2,No,No recibo bono,No,0,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,21 - 23,GBA,2,Menos de un ano,No,0,Developer,Part-Time,12000,713,Neto,100,,"CSS, HTML, Javascript, jQuery, NodeJS, PHP",,,,,No,0,Porcentaje de mi sueldo,4,4,No,No recibo bono,No,0,Si,Mayor comodidad,"Comidas pagas/subvencionadas, Horarios flexibles, Snacks, golosinas, bebidas"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,1,Menos de un ano,No,0,Developer,Full-Time,12000,713,Neto,10,,"CSS, HTML, Javascript, jQuery, PHP",,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,No,0,Si,Desafios profesionales,Ninguna de las anteriores
Hombre,21 - 23,GBA,2,2,No,0,Developer,Part-Time,12000,713,Neto,10,,"CSS, HTML, Java, Javascript, jQuery, PHP",,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Uno,10,No,No cambie de empresa,"Aumento por inflacion, Snacks, golosinas, bebidas"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Developer,Part-Time,11000,654,Bruto,100,,"CSS, Javascript, jQuery, NodeJS, Python",,,,,No,0,Porcentaje de mi sueldo,2,2,Menos de un sueldo,Mix de las anteriores,No,0,No,No cambie de empresa,"Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Developer,Part-Time,11000,654,Neto,100,,"CSS, HTML, Java, Javascript, jQuery",,,,,No,0,Bruto,2,2,No,No recibo bono,No,0,No,No cambie de empresa,"Aumento por inflacion, Clases de idiomas, Horarios flexibles, Laptop, Playroom"
Hombre,21 - 23,Provincia de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Developer,Part-Time,10844,645,Bruto,10,,"CSS, HTML, Java, Javascript",,,,,No,0,Bruto,2,4,No,No recibo bono,Uno,50,No,No cambie de empresa,"Aumento por inflacion, Comidas pagas/subvencionadas, Snacks, golosinas, bebidas"
Hombre,21 - 23,GBA,3,Menos de un ano,No,0,Developer,Full-Time,10800,642,Neto,100,,Java,,,,,No,0,Porcentaje de mi sueldo,2,1,Un sueldo,Mix de las anteriores,Uno,25,No,No cambie de empresa,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Developer,Full-Time,10500,624,Neto,200,,"HTML, Java",,,,,No,0,Bruto,2,3,No,No recibo bono,No,0,No,No cambie de empresa,"Aumento por inflacion, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Developer,Part-Time,10000,594,Neto,200,,"CSS, HTML, Javascript, NodeJS",,,,,No,0,Porcentaje de mi sueldo,2,3,No,No recibo bono,Uno,30,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Horarios flexibles"
Hombre,21 - 23,Mendoza,1,Menos de un ano,No,0,Developer,Freelance,10000,594,Neto,10,,"CSS, HTML, Javascript, jQuery, PHP",,,,,No,0,Porcentaje de mi sueldo,2,3,No,No recibo bono,No,0,No,No cambie de empresa,"Capacitaciones y/o cursos, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,21 - 23,Santa Fe,2,1,No,0,Developer,Part-Time,9394,558,Neto,1001,,"CSS, HTML, Javascript, jQuery, Python, VB *",,,,,No,0,Porcentaje de mi sueldo,1,1,No,No recibo bono,Uno,2,No,No cambie de empresa,"Playroom, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,1,Menos de un ano,No,0,Developer,Part-Time,9000,535,Neto,10,,"CSS, HTML, Javascript, jQuery, PHP",,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Uno,10,No,No cambie de empresa,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,2,Menos de un ano,No,0,Developer,Part-Time,8870,527,Neto,100,,Java,,,,,No,0,Porcentaje de mi sueldo,3,2,No,No recibo bono,No,0,No,No cambie de empresa,"Capacitaciones y/o cursos, Horarios flexibles"
Hombre,21 - 23,Cordoba,Menos de un ano,Menos de un ano,No,0,Developer,Part-Time,8800,523,Neto,10,,.NET,,,,,No,0,Porcentaje de mi sueldo,1,3,No,No recibo bono,Uno,20,No,No cambie de empresa,WFH (Trabajar desde casa)
Hombre,21 - 23,Santa Fe,1,Menos de un ano,No,0,Developer,Part-Time,8642,514,Bruto,10,,"C#, HTML, Javascript, jQuery, PHP, angular 4",,,,,No,0,Neto,3,3,No,No recibo bono,Uno,10,Si,No cambie de empresa,"Capacitaciones y/o cursos, Clases de idiomas, WFH (Trabajar desde casa)"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,6,6,No,0,Developer,Part-Time,8300,493,Neto,100,,".NET, C#, CSS, HTML, PHP",,,,,No,0,Porcentaje de mi sueldo,3,2,No,No recibo bono,Uno,4,No,No cambie de empresa,"Aumento por inflacion, Horarios flexibles"
Hombre,21 - 23,Cordoba,2,2,No,0,Developer,Part-Time,8000,475,Neto,10,,"Java, Javascript",,,,,No,0,Neto,2,1,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,21 - 23,GBA,Menos de un ano,Menos de un ano,No,0,Developer,Part-Time,7500,446,Neto,100,,"HTML, Java, PHP",,,,,No,0,Neto,2,3,No,No recibo bono,Uno,25,No,No cambie de empresa,"Horarios flexibles, Snacks, golosinas, bebidas"
Hombre,21 - 23,Cordoba,1,1,No,0,Developer,Part-Time,6800,404,Neto,1001,,".NET, CSS, HTML, Javascript, jQuery, VB *",,,,,No,0,Bruto,2,2,No,No recibo bono,Uno,9,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Horarios flexibles, Snacks, golosinas, bebidas"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Developer,Part-Time,6000,356,Neto,10,,".NET, HTML, Javascript, jQuery, PHP, Python, VB *, MYSQL",,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Uno,15,No,No cambie de empresa,"Aumento por inflacion, Bonos por desempeno, Horarios flexibles"
Hombre,21 - 23,Mendoza,5,Menos de un ano,No,0,Developer,Part-Time,5000,297,Neto,10,,".NET, C#, HTML, Java, Javascript, PHP",,,,,No,0,Neto,1,1,Un sueldo,Mix de las anteriores,No,0,No,No cambie de empresa,"Capacitaciones y/o cursos, Laptop"
Hombre,21 - 23,Provincia de Buenos Aires,4,4,Si,5,Developer,Freelance,2000,118,Neto,10,,"C++, CSS, HTML, Java, Javascript, jQuery, NodeJS, PHP",,,,,No,0,Neto,3,3,No,No recibo bono,No,0,No,No cambie de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Sueldo divido en dos pagos por mes, WFH (Trabajar desde casa)"
Mujer,21 - 23,Ciudad Autonoma de Buenos Aires,3,1,No,0,Developer,Full-Time,28000,1665,Bruto,1001,,Swift,,,,,No,0,Bruto,2,1,No,No recibo bono,No,0,No,No cambie de empresa,"Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Mujer,21 - 23,Ciudad Autonoma de Buenos Aires,2,Menos de un ano,No,0,Developer,Full-Time,27500,1635,Neto,1001,,"Java, Scala",,,,,No,0,Porcentaje de mi sueldo,3,3,De uno a tres sueldos,Mix de las anteriores,Uno,20,No,No cambie de empresa,"Aumento por inflacion, Bonos por desempeno, Comidas pagas/subvencionadas, Cuota para universidad, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Mujer,21 - 23,GBA,Menos de un ano,Menos de un ano,No,0,Developer,Full-Time,20400,1213,Bruto,1001,,"Java, Javascript, NodeJS",,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Uno,35,No,No cambie de empresa,"Horarios flexibles, Laptop, Sueldo divido en dos pagos por mes, WFH (Trabajar desde casa)"
Mujer,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Developer,Part-Time,16000,951,Bruto,500,,Java,,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,No,0,No,No cambie de empresa,"Aumento por inflacion, Descuentos en gimnasios, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Mujer,21 - 23,Ciudad Autonoma de Buenos Aires,1,1,No,0,Developer,Part-Time,15100,898,Neto,1000,,"C++, Java, Python",,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Dos,20,Si,Desafios profesionales,"Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Guarderia, Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Mujer,21 - 23,Ciudad Autonoma de Buenos Aires,1,1,No,0,Developer,Part-Time,13000,773,Neto,100,,"Javascript, jQuery, NodeJS, Python, Django",,,,,No,0,Porcentaje de mi sueldo,2,3,No,No recibo bono,Uno,15,No,No cambie de empresa,"Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Playroom, Frutas"
Mujer,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Developer,Part-Time,10400,618,Bruto,1000,,"Java, Scala",,,,,No,0,Porcentaje de mi sueldo,3,2,No,No recibo bono,No,0,No,No cambie de empresa,"Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Mujer,21 - 23,Ciudad Autonoma de Buenos Aires,1,1,No,0,Developer,Part-Time,10000,594,Neto,100,,Java,,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Uno,10,No,No cambie de empresa,"Aumento por inflacion, Clases de idiomas, Horarios flexibles, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Mujer,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Developer,Part-Time,8988,534,Neto,200,,NodeJS,,,,,No,0,Bruto,1,1,No,No recibo bono,Uno,15,No,No cambie de empresa,"Capacitaciones y/o cursos, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Snacks, golosinas, bebidas"
Mujer,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Developer,Part-Time,8988,534,Neto,200,,NodeJS,,,,,No,0,Bruto,1,1,No,No recibo bono,Uno,15,No,No cambie de empresa,"Capacitaciones y/o cursos, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Snacks, golosinas, bebidas"
Otros,21 - 23,Ciudad Autonoma de Buenos Aires,1,1,No,0,Developer,Full-Time,19500,1160,Neto,100,,SQL,,,,,No,0,Porcentaje de mi sueldo,3,1,No,No recibo bono,Uno,20,No,No cambie de empresa,Ninguna de las anteriores
Hombre,18 - 20,Ciudad Autonoma de Buenos Aires,1,Menos de un ano,No,0,Developer,Tercerizado (trabajo a traves de consultora o agencia),25000,1487,Neto,10,,"CSS, Go, HTML, Javascript, jQuery, NodeJS, PHP, Python",,,,,No,0,Porcentaje de mi sueldo,3,3,De uno a tres sueldos,Performance grupal,Dos,10,Si,Mayor comodidad,"Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,18 - 20,Ciudad Autonoma de Buenos Aires,1,1,No,0,Developer,Full-Time,18000,1070,Neto,200,,".NET, C#, Javascript",,,,,No,0,Neto,2,3,No,No recibo bono,No,0,Si,Salario,"Clases de idiomas, Cuota para universidad, Descuentos en gimnasios"
Hombre,18 - 20,Ciudad Autonoma de Buenos Aires,3,Menos de un ano,No,0,Developer,Full-Time,16000,951,Neto,500,,"Javascript, Python",,,,,No,0,Bruto,2,2,No,No recibo bono,No,0,Si,Desafios profesionales,"Capacitaciones y/o cursos, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,18 - 20,Ciudad Autonoma de Buenos Aires,1,Menos de un ano,No,0,Developer,Part-Time,15000,892,Bruto,100,,"CSS, HTML, Javascript, jQuery, PHP",,,,,No,0,Porcentaje de mi sueldo,3,2,No,No recibo bono,Uno,10,No,No cambie de empresa,"Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,18 - 20,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,Si,2,Developer,Full-Time,15000,892,Neto,100,,"C++, Java",,,,,No,0,Neto,2,2,Menos de un sueldo,No recibo bono,No,0,No,No cambie de empresa,"Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc)"
Hombre,18 - 20,Provincia de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Developer,Freelance,14000,832,Neto,10,,"CSS, HTML, Java, Javascript, jQuery, VB *",,,,,No,0,Porcentaje de mi sueldo,2,3,No,No recibo bono,No,0,No,No cambie de empresa,"Aumento por inflacion, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,18 - 20,Ciudad Autonoma de Buenos Aires,1,Menos de un ano,No,0,Developer,Remoto (empresa de otro pais),13200,785,Neto,10,,"CSS, HTML, Javascript, jQuery, NodeJS",,,,,No,0,Porcentaje de mi sueldo,3,2,No,No recibo bono,No,0,No,No cambie de empresa,Viajes al exterior
Hombre,18 - 20,Ciudad Autonoma de Buenos Aires,1,1,No,0,Developer,Full-Time,12000,713,Neto,1001,,".NET, C#, CSS, HTML, Javascript, jQuery",,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Uno,10,No,No cambie de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,18 - 20,GBA,Menos de un ano,Menos de un ano,No,0,Developer,Full-Time,12000,713,Neto,10,,"CSS, HTML, Javascript, jQuery, PHP",,,,,No,0,Porcentaje de mi sueldo,2,1,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,18 - 20,GBA,1,1,No,0,Developer,Part-Time,10000,594,Neto,100,,".NET, C#, CSS, HTML, Javascript, jQuery",,,,,No,0,Porcentaje de mi sueldo,2,3,No,No recibo bono,No,0,No,No cambie de empresa,"Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,18 - 20,GBA,Menos de un ano,Menos de un ano,No,0,Developer,Part-Time,10000,594,Neto,10,,"CSS, HTML, Javascript, jQuery",,,,,No,0,Porcentaje de mi sueldo,4,4,No,No recibo bono,No,0,No,No cambie de empresa,"Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,18 - 20,Provincia de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Developer,Part-Time,10000,594,Neto,10,,"CSS, HTML, Javascript",,,,,No,0,Porcentaje de mi sueldo,4,3,No,No recibo bono,No,0,No,No cambie de empresa,"Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,18 - 20,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Developer,Part-Time,9500,565,Neto,200,,"Javascript, NodeJS",,,,,No,0,Porcentaje de mi sueldo,4,4,No,No recibo bono,Uno,15,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Masajes, Playroom, Snacks, golosinas, bebidas"
Hombre,18 - 20,Ciudad Autonoma de Buenos Aires,2,1,Si,1,Developer,Full-Time,9500,565,Neto,10,,"CSS, HTML, Javascript, jQuery, PHP",,,,,"Si, activa",0,Neto,2,3,Menos de un sueldo,No recibo bono,No,0,No,No cambie de empresa,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Viaticos"
Hombre,18 - 20,Ciudad Autonoma de Buenos Aires,1,1,No,0,Developer,Part-Time,9000,535,Neto,10,,"CSS, HTML, Javascript, jQuery, PHP",,,,,No,0,Porcentaje de mi sueldo,3,2,No,No recibo bono,Uno,20,No,No cambie de empresa,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,18 - 20,Ciudad Autonoma de Buenos Aires,1,Menos de un ano,No,0,Developer,Part-Time,8600,511,Bruto,1001,,"CSS, HTML, Java, Javascript, jQuery, NodeJS, Ruby, Scala",,,,,No,0,Bruto,3,3,No,Performance grupal,Dos,20,Si,Desafios profesionales,"Aumento por inflacion, Bonos por desempeno, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,18 - 20,Salta,3,Menos de un ano,No,0,Developer,Part-Time,8500,505,Neto,10,,"CSS, HTML, Javascript, jQuery, PHP",,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,No,0,Si,Desafios profesionales,Ninguna de las anteriores
Hombre,18 - 20,GBA,1,1,Si,1,Developer,Part-Time,7747,460,Neto,10,,"CSS, HTML, Javascript, jQuery, NodeJS, PHP",,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Uno,25,No,No cambie de empresa,"Aumento por inflacion, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,18 - 20,Entre Rios,Menos de un ano,Menos de un ano,No,0,Developer,Part-Time,7500,446,Bruto,100,,".NET, Javascript, VB *",,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,No,0,No,No cambie de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles"
Hombre,18 - 20,Entre Rios,Menos de un ano,Menos de un ano,No,0,Developer,Part-Time,7500,446,Bruto,100,,"Javascript, VB *, SQL",,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,No,0,No,No cambie de empresa,"Capacitaciones y/o cursos, Descuentos en gimnasios"
Hombre,18 - 20,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Developer,Part-Time,6000,356,Neto,100,,".NET, C#, HTML, Javascript, jQuery, Sharepoint",,,,,No,0,Neto,1,1,No,No recibo bono,No,0,No,No cambie de empresa,"Horarios flexibles, Masajes"
Mujer,18 - 20,GBA,Menos de un ano,Menos de un ano,No,0,Developer,Full-Time,20000,1189,Neto,200,,".NET, Assembler, C, HTML, jQuery, PHP",,,,,No,0,Porcentaje de mi sueldo,2,3,No,No recibo bono,Mas de dos,40,Si,Salario,Comidas pagas/subvencionadas
Mujer,18 - 20,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Developer,Part-Time,10700,636,Neto,100,,"HTML, Javascript, jQuery, PHP, React",,,,,No,0,Porcentaje de mi sueldo,4,2,Menos de un sueldo,Performance individual,No,0,No,No cambie de empresa,"Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Horarios flexibles, Snacks, golosinas, bebidas"
Hombre,27 - 30,Santa Fe,6,1,No,0,Developer / Helpdesk,Full-Time,20000,1189,Neto,10,,,,,,,,,,1,1,No,No recibo bono,Dos,20,No,No cambie de empresa,Ninguna de las anteriores
Hombre,41 - 45,Cordoba,10+,2,Si,2,Developer and DBA,Full-Time,23000,1368,Neto,500,,,,,,,,,,2,2,No,No recibo bono,Uno,10,No,No cambie de empresa,"Aumento por inflacion, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Laptop, Sueldo divido en dos pagos por mes"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,3,3,No,0,Developer full stack,Full-Time,30000,1784,Neto,1001,,,,,,,,,,3,2,Menos de un sueldo,Performance de la compania,Uno,5,No,No cambie de empresa,"Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,8,3,No,0,Developer Sql y DBA,Full-Time,47000,2795,Bruto,500,,,,,,,,,,4,3,De uno a tres sueldos,Performance de la compania,Uno,12,No,No cambie de empresa,"Descuentos en gimnasios, Snacks, golosinas, bebidas"
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,10+,Si,50,"Developer, Coach, Manager, etc",Full-Time,70000,4164,Bruto,100,,,,,,,,,,4,4,3+ sueldos,Performance de la compania,Dos,15,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa), 4 hrs de investibacion semanales, 1 congreso pago, vaciones adicionales, gestion participativa y muchos mas"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,Si,1,"Developer, networking, implemento soluciones informaticas",Full-Time,18000,1070,Bruto,10,,,,,,,,,,3,3,No,No recibo bono,No,0,No,No cambie de empresa,"Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,1,Si,15,Development Manager,Full-Time,90000,5353,Bruto,1001,,,,,,,,,,3,3,3+ sueldos,Performance grupal,No,0,Si,Salario,"Abono de celular y/o Internet, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Otros,34 - 36,GBA,10+,2,Si,7,Development Team Leader,Full-Time,28000,1665,Neto,500,,,,,,,,,,1,1,No,No recibo bono,No,6,No,No cambie de empresa,"Comidas pagas/subvencionadas, Laptop, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Mujer,27 - 30,Ciudad Autonoma de Buenos Aires,3,1,No,0,DEVOPS,Full-Time,20400,1213,Bruto,1001,,,,,,,,,,1,2,No,No recibo bono,Uno,15,No,No cambie de empresa,Sueldo divido en dos pagos por mes
Hombre,50+,Ciudad Autonoma de Buenos Aires,10+,Menos de un ano,Si,5,Director de 2 carreras de Informatica,Part-Time,25000,1487,Bruto,500,,,,,,,,,,3,2,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,37 - 40,Provincia de Buenos Aires,10+,10+,Si,10,Director de Carrera Universitaria,Full-Time,36000,2141,Neto,1000,,,,,,,,,,3,2,No,No recibo bono,Uno,5,No,No cambie de empresa,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,34 - 36,Provincia de Buenos Aires,10+,7,Si,17,Director de informatica,Full-Time,37000,2201,Neto,1001,,,,,,,,,,3,2,No,No recibo bono,No,0,No,No cambie de empresa,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), Viaticos"
